Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Gentle On My Mind - Remastered 2001,Glen Campbell,Gentle On My Mind (Remastered),1967,57.0,178626.0,1
I Don't Wanna Play House,Tammy Wynette,Tammy's Greatest Hits,1969,40.0,154626.0,1
Gentle On My Mind - Remastered 2001,Glen Campbell,Gentle On My Mind (Remastered),1967,57.0,178626.0,1
Jackson,Johnny Cash,Carryin' On With Johnny Cash And June Carter,1967-08-01,60.0,165826.0,1
Gentle On My Mind,Nancy Lee Jordan,"Driftless Dreamers in Cuca Country, Vol. 2",2018-11-30,7.0,141641.0,1
Gallant Men,Everett McKinley Dirksen,Gallant Men Stories Of The American Adventure,1966-11-01,0.0,160906.0,1
Dr. Seuss: How The Grinch Stole Christmas,Boris Karloff,,,,,1
Alfie,Nancy Wilson,Hollywood - My Way (Expanded Edition),2006-01-01,5.0,181853.0,1
Ode To Billie Joe,Nancy Wilson,Welcome To My Love,1968-01-01,31.0,319066.0,1
Sgt. Pepper's Lonely Hearts Club Band,nan,,,,,1
The Glorious Sound Of Brass,nan,,,,,1
Bob Dylan's Greatest Hits,nan,,,,,1
Sgt. Pepper's Lonely Hearts Club Band,nan,,,,,1
Suburban Attitudes In Country Verse,nan,,,,,1
Mahler: Symphony No. 8 (Symphony Of A Thousand),nan,,,,,1
Berg: Wozzeck,nan,,,,,1
Stravinsky: Firebird And Petrouchka Suites,nan,,,,,1
East Meets West,Nancy Fowler Christenson,Cookhouse Capers,2022-03-03,0.0,260440.0,1
"Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)",nan,,,,,1
Berg: Wozzeck,nan,,,,,1
Orff: Catulli Carmina,nan,,,,,1
Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand),nan,,,,,1
"Prima Donna, Volume 2",nan,,,,,1
Somethin' Stupid (Single),Nancy Sinatra,,,,,0
Ode To Billie Joe (Single),Bobbie Gentry,,,,,0
My Cup Runneth Over (Track),Ed Ames,,,,,0
By The Time I Get To Phoenix - Remastered 2001,Glen Campbell,By The Time I Get To Phoenix (Remastered),1967,49.0,164200.0,0
Ode To Billie Joe,Bobbie Gentry,The Best 60s Album In The World...Ever!,2021-11-19,1.0,255001.0,0
My Cup Runneth Over (Album),Ed Ames,,,,,0
It Must Be Him (Album),Vikki Carr,,,,,0
Francis Albert Sinatra/Antonio Carlos Jobim (Album),Frank Sinatra,,,,,0
Ode To Billie Joe (Single),nan,,,,,0
My Cup Runneth Over (Single),nan,,,,,0
Gentle On My Mind (Single),nan,,,,,0
By The Time I Get To Phoenix (Single),nan,,,,,0
"Mercy, Mercy, Mercy (Single)",nan,,,,,0
Hurry Sundown,nan,,,,,0
Casino Royale,nan,,,,,0
A Banda (Single),nan,,,,,0
Respect - 2018 Mono Remaster,Aretha Franklin,The Atlantic Singles Collection 1967-1970 (Mono Remaster),2018-09-28,12.0,146760.0,0
It Must Be Him (Album),Vikki Carr,,,,,0
Don't Sleep In The Subway (Single),Petula Clark,,,,,0
Alfie (Single),Dionne Warwick,,,,,0
Yesterday (Single),Ray Charles,,,,,0
My Cup Runneth Over (Album),Ed Ames,,,,,0
Francis Albert Sinatra/Antonio Carlos Jobim (Album),Frank Sinatra,,,,,0
Can't Take My Eyes Off You (Single),Frankie Valli,,,,,0
Music To Watch Girls By,nan,,,,,0
Mission: Impossible (Album),Lalo Schifrin,,,,,0
"Mercy, Mercy, Mercy",Nancy Wilson,Just For Now,1967-01-01,7.0,207648.0,0
Casino Royale,Herb Alpert & The Tijuana Brass,Sounds Like...,1967-05-01,38.0,155986.0,0
"BONUS: Meanwhile, At The Legion of Doom (featuring Ghani Guatama, InfluenC.E., Iceberg Theory and Tokyo Cigar)",nanigan nickleby,Dead Letters in Exile,2014-09-20,1.0,272718.0,0
Sgt. Pepper's Lonely Hearts Club Band,nan,,,,,0
It Never Entered My Mind - Remastered/1994,Nancy Wilson,Welcome To My Love,1968-01-01,29.0,170933.0,0
I'm A Believer,nan,,,,,0
Over the Rainbow / When You Wish Upon a Star (Medley),Nancy Buckingham,Kiss Me / Besame,2014-09-01,0.0,385919.0,0
Windy Evenings,Nancy Mullers,Pianomato,2023-02-06,0.0,124990.0,0
Encounter (Album),nan,,,,,0
Blame It On Me,nan,,,,,0
To Sir With Love (Album),nan,,,,,0
In The Heat Of The Night (Album),nan,,,,,0
Doctor Doolittle (Album),nan,,,,,0
Casino Royale (Album),nan,,,,,0
"You're A Good Man, Charlie Brown (Album)",nan,,,,,0
Walking Happy (Album),nan,,,,,0
Nobody Does it Like You,Not from Nantucket,Not an Album,2021-06-16,0.0,254500.0,0
"Hallelujah, Baby (Album)",nan,,,,,0
The Cockfight And Other Tall Tales (Album),Archie Campbell,,,,,0
Take-Offs And Put-Ons,George Carlin,,,,,0
Lenny Bruce In Concert,Lenny Bruce,,,,,0
Cowboys And Colored People (Album),Flip Wilson,,,,,0
Jefferson Airplane,nan,,,,,0
Harpers Bizarre,nan,,,,,0
5th Dimension,nan,,,,,0
Lana Cantrell,nan,,,,,0
Sweet Rain,Stan Getz,Sweet Rain,1967-07-01,29.0,429026.0,0
Miles Smiles,Miles Davis,,,,,0
Happenings,Bobby Hutcherson,,,,,0
Further Conversations With Myself,Bill Evans,,,,,0
Duster,nan,,,,,0
Woody Live -- East And West,Woody Herman,,,,,0
Live At The Village Vanguard (Album),Thad Jones,,,,,0
Live At Monterey (Album),nan,,,,,0
"Big Swing Face - Live At Chez Club, Hollywood/1966/Remix",Buddy Rich Big Band,Big Swing Face (Live),1967,27.0,334426.0,0
Yesterday (Single),Ray Charles,,,,,0
Ode To Billie Joe (Single),Bobbie Gentry,,,,,0
Don't Sleep In The Subway (Single),Petula Clark,,,,,0
By The Time I Get To Phoenix (Single),Glen Campbell,,,,,0
"Up, Up And Away (Album)",5th Dimension,,,,,0
Ode To Billie Joe,Bobbie Gentry,The Best 60s Album In The World...Ever!,2021-11-19,1.0,255001.0,0
It Must Be Him (Album),Vikki Carr,,,,,0
Insight Out (Album),nan,,,,,0
It Must Be Him,Vikki Carr,It Must Be Him (Bonus Track Edition),1967-01-01,46.0,171760.0,0
I Say a Little Prayer,Dionne Warwick,The Windows of the World,1967,51.0,188360.0,0
Don't Sleep In The Subway (Single),Petula Clark,,,,,0
(You Make Me Feel Like) A Natural Woman - 2018 Mono Remaster,Aretha Franklin,The Atlantic Singles Collection 1967-1970 (Mono Remaster),2018-09-28,17.0,166960.0,0
Yesterday (Single),Ray Charles,,,,,0
San Francisco (Be Sure to Wear Some Flowers In Your Hair),Scott McKenzie,The Voice of Scott McKenzie (Expanded Edition),1967-11-01,53.0,178933.0,0
Child Of Clay,Jimmie Rodgers,Child Of Clay,1967-01-01,7.0,250813.0,0
Can't Take My Eyes Off You (Single),Frankie Valli,,,,,0
Windy Evenings,Nancy Mullers,Pianomato,2023-02-06,0.0,124990.0,0
"BONUS: Meanwhile, At The Legion of Doom (featuring Ghani Guatama, InfluenC.E., Iceberg Theory and Tokyo Cigar)",nanigan nickleby,Dead Letters in Exile,2014-09-20,1.0,272718.0,0
Sgt. Pepper's Lonely Hearts Club Band,nan,,,,,0
I'm A Believer,nan,,,,,0
A Whiter Shade Of Pale,Procul Harum,,,,,0
Try a Little Tenderness,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,1966-10-15,60.0,201733.0,0
Soulimiotissa - Syrtos,Nantia Karagianni,"Meraki, To Hroma Tis Kardias",2008-05-08,0.0,162893.0,0
Skinny Legs And All (Single),Joe Tex,,,,,0
Dead End Street,Lou Rawls,Legendary Lou Rawls,1992-01-01,27.0,240640.0,0
The Queen Alone,Carla Thomas,,,,,0
Tell Mama,Etta James,Tell Mama,1968-04-18,48.0,144000.0,0
I Heard It Through The Grapevine,Gladys Knight & The Pips,Everybody Needs Love,1967,45.0,165893.0,0
(You'll) Go To Hell,Nina Simone,,,,,0
Try a Little Tenderness,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,1966-10-15,60.0,201733.0,0
Skinny Legs And All (Single),Joe Tex,,,,,0
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,Higher And Higher,1967,69.0,179120.0,0
Funky Broadway,Wilson Pickett,The Sound of Wilson Pickett,1967,36.0,156893.0,0
I Second That Emotion,Smokey Robinson & The Miracles,The 35th Anniversary Collection,1994-02-22,61.0,161226.0,0
The King And Queen,Carla Thomas,,,,,0
Hip Hug-Her,nan,,,,,0
Ain't No Mountain High Enough,Marvin Gaye,,,,,0
The Old Country Church,nan,,,,,0
Surely Goodness And Mercy,George Beverly Shea,,,,,0
Songs For The Soul,Red Foley,,,,,0
Dottie West Sings Sacred Ballads (Album),Dottie West,,,,,0
The Singing Rambos - Gospel Ballads (Album),nan,,,,,0
The Oak Ridge Boys,nan,,,,,0
The Blackwood Brothers Quartet Sings For Joy,nan,,,,,0
Good 'n' Happy (Album),nan,,,,,0
Waist Deep in the Big Muddy,Pete Seeger,Headlines and Footnotes: A Collection of Topical Songs,1999-05-18,21.0,179560.0,0
Janis Ian (Album),Janis Ian,,,,,0
In My Life,Judy Collins,In My Life,1966,37.0,177240.0,0
Alice's Restaurant Massacree,Arlo Guthrie,Alice's Restaurant,1967-08-28,46.0,1116933.0,0
Album 1700,nan,,,,,0
Through The Eyes Of Love,nan,,,,,0
Pop a Top,Jim Ed Brown,The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),1996-01-30,37.0,140306.0,0
Does My Ring Hurt Your Finger,Charley Pride,The Country Way,1967-12-01,42.0,137120.0,0
Cold Hard Facts Of Life (Single),Porter Wagoner,,,,,0
What Does It Take (To Keep a Man Like You Satisfied),Skeeter Davis,The Essential Skeeter Davis,1994-05-23,13.0,156773.0,0
Paper Mansions,Dottie West,With All My Heart and Soul,1967,14.0,179280.0,0
Mama Spank,Liz Anderson,Sings,1967-04-24,0.0,159893.0,0
"Cincinnati, Ohio",Connie Smith,Connie Smith Sings Bill Anderson,1967-05-22,20.0,131986.0,0
Pop a Top,Jim Ed Brown,The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),1996-01-30,37.0,140306.0,0
Does My Ring Hurt Your Finger,Charley Pride,The Country Way,1967-12-01,42.0,137120.0,0
The Cold Hard Facts of Life,Porter Wagoner,The Cold Hard Facts of Life,1967-07-24,37.0,192946.0,0
All The Time,Jack Greene,Best Of The Best Of,2005,26.0,154986.0,0
Through The Eyes Of Love,nan,,,,,0
The Lonesome Rhodes,nan,,,,,0
Our Way Of Life,Bobby Goldsboro,,,,,0
My Elusive Dreams,David Houston,The Essential Tammy Wynette,2013-08-20,18.0,171653.0,0
My Cup Runneth Over,nan,,,,,0
The Game of Triangles,Liz Anderson,The Best of Liz Anderson,2015-01-23,0.0,159240.0,0
Chet's Tune,Some Of Chet's Friends,,,,,0
It's Such A Pretty World Today,Nancy Sinatra,"Country, My Way",1996-01-01,33.0,168880.0,0
Does My Ring Hurt Your Finger,nan,,,,,0
Cold Hard Facts Of Life,nan,,,,,0
Break My Mind (Single),nan,,,,,0
The Earth (Album),Rod McKuen,,,,,0
The Balcony (Album),Patrick Magee,,,,,0
Poems Of James Dickey (Album),James Dickey,,,,,0
"Mark Twain Tonight, Vol. 3 (Album)",Hal Holbrook,,,,,0
An Open Letter To My Teenage Son (Album),Victor Lundberg,,,,,0
A Man For All Seasons (Album),Paul Scofield,,,,,0
The Jungle Book (Album),nan,,,,,0
The Carnival Of The Animals (Album),Tutti Camarata,,,,,0
Magic Fishbone/Happy Prince/Potted Princess (Album),Julie Harris,,,,,0
Jungle Books (Album),Richard Kiley,,,,,0
A Happy Birthday Party With Winnie The Pooh (Album),Sterling Holloway,,,,,0
West Side Medley,nan,,,,,0
Big Waves Rolling In,Nano Sounds,Nano Wave Sounds,2021-03-18,45.0,168535.0,0
Norwegian Wood (Single),nan,,,,,0
Music To Watch Girls By,nan,,,,,0
Casino Royale,nan,,,,,0
Windy (Single),nan,,,,,0
Don't Sleep In The Subway (Single),nan,,,,,0
By The Time I Get To Phoenix (Single),nan,,,,,0
A Day In The Life (Album),nan,,,,,0
Ode To Billie Joe,Nancy Wilson,Welcome To My Love,1968-01-01,31.0,319066.0,0
Mission Impossible,Nancy & Phil Tobias,Pan Pipes Feelings,2011-02-11,0.0,249093.0,0
How Great Thou Art,Nancy Morris,Peace,2009-01-06,0.0,214720.0,0
Chet's Tune,nan,,,,,0
Wagner: Tristan Und Isolde (Album),nan,,,,,0
Rachmaninoff: Symphony No. 1 In D (Album),nan,,,,,0
Mahler: Symphony No. 8 In E Flat (Album),nan,,,,,0
Mahler: Symphony No. 3 In D Minor (Album),nan,,,,,0
"Mahler: Symphony No. 2 In C Minor (\""Resurrection\"") (Album)",nan,,,,,0
Mahler: Das Lied Von Der Erde (Album),nan,,,,,0
The Doors (Album),nan,,,,,0
"That Man, Robert Mitchum, Sings (Album)",nan,,,,,0
Surburban Attitudes In Country Verse (Album),nan,,,,,0
From Mexico With Laughs (Album),nan,,,,,0
Earthwords And Music (Album),nan,,,,,0
"Bravo, Bravo, Aznavour (Album)",nan,,,,,0
"Up, Up And Away (Album)",nan,,,,,0
The Gold Standard Collection (Album),nan,,,,,0
Nashville Cats (Album),nan,,,,,0
"Monk/Straight, No Chaser (Album)",nan,,,,,0
"Haydn: Symphony No 84 In E Flat Major And Symphony No. 85 In B Flat Major \""La Reine\"" (Album)",nan,,,,,0
The Far East Suite (Album),nan,,,,,0
The Earth (Album),nan,,,,,0
Listen! (Album),nan,,,,,0
Francis Albert Sinatra/Antonio Carlos Jobim (Album),nan,,,,,0
Extra Special (Album),nan,,,,,0
"The World Of Charles Ives (Washington's Birthday, Robert Browning Overture) (Album)",nan,,,,,0
Puccini: La Rondine (Album),nan,,,,,0
Mahler: Das Lied Von Der Erde (Album),nan,,,,,0
Horowitz In Concert (Album),nan,,,,,0
Shostakovich: Symphony No. 10 In E Minor (Album),nan,,,,,0
"Mahler: Symphony No. 2 In C Minor (\""Resurrection\"") (Album)",nan,,,,,0
Mahler: Das Lied Von Der Erde (Album),nan,,,,,0
Ives: Orchestral Set No. 2/Robert Browning Overture/Putnam's Camp (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
The Glorious Sound Of Brass (Album),nan,,,,,0
Ives: Quartets Nos. 1 And 2 (Album),nan,,,,,0
"Brahms: Quintet In F Minor For Piano, Op.34 (Album)",nan,,,,,0
"Brahms: (The) Trios For Piano, Violin And Cello (Nos. 1,2 And 3) (Album)",nan,,,,,0
Beethoven: Quartet No. 15 In A Minor Op.132 (Album),nan,,,,,0
Segovia On Stage (Album),nan,,,,,0
Ives: Sonata No. 1 For Piano (Album),nan,,,,,0
Granados: Goyescas (Complete)/Escenas Romanticas (Album),nan,,,,,0
Chopin: Nocturnes (Album),nan,,,,,0
"20th Century Guitar (Works By Brindle, Britten, Villa-Lobos, Martin, Henze) (Album)",nan,,,,,0
"Wagner: Tristan And Isolde \""Live\"" (Album)",nan,,,,,0
Wagner: Die Walkure (Album),nan,,,,,0
Verdi: Falstaff (Album),nan,,,,,0
Puccini: Madama Butterfly (Album),nan,,,,,0
Puccini: La Rondine (Album),nan,,,,,0
Handel: Julius Caesar (Album),nan,,,,,0
The Choral Music Of Arnold Schoenberg (Album),nan,,,,,0
Penderecki: Passion According To St. Luke (Album),nan,,,,,0
Haydn: The Seasons (Album),nan,,,,,0
Handel: Messiah,nan,,,,,0
"Copland: In The Beginning, Lark, Las Agachadas (Album)",nan,,,,,0
Victoria De Los Angeles Sings Debussy And Ravel And Other French Songs (Album),nan,,,,,0
Shepherd On The Rock And Other Songs (Album),nan,,,,,0
Schubert: Die Winterreise (Album),nan,,,,,0
Schubert: Die Schoene Muellerin (Album),nan,,,,,0
Copland: 12 Poems Of Emily Dickenson (Album),nan,,,,,0
Beethoven: Songs (Album),nan,,,,,0
An Elisabeth Schwarzkopf Songbook (Album),nan,,,,,0
Strangers In The Night,Frank Sinatra,Strangers In The Night (Expanded Edition),1966-05,66.0,157866.0,1
A Man Alone,Frank Sinatra,A Man Alone: The Words And Music Of McKuen,1969-08,29.0,224426.0,1
Canção Para Michelle,Nana Caymmi,Falando De Amor - Famílias Caymmi E Jobim Cantam Antonio Carlos Jobim,2005-11-17,1.0,158946.0,1
Batman Theme,nan,,,,,1
If He Walked into My Life,Eydie Gormé,The Greatest Hits Vol. 1,2012,11.0,230800.0,1
Strangers In The Night,Frank Sinatra,Strangers In The Night (Expanded Edition),1966-05,66.0,157866.0,1
What Now My Love,Herb Alpert & The Tijuana Brass,What Now My Love,1966-05-09,30.0,136053.0,1
A Man and a Woman,Nancy Ames,Spiced with Brasil,1967-01-30,0.0,157333.0,1
Somewhere My Love (Lara's Theme From Dr. Zhivago),nan,,,,,1
Dr. Zhivago,nan,,,,,1
MAMEHUSO,Nana Amo,MAMEHUSO,2021-12-24,0.0,231575.0,1
Wonderfulness,Bill Cosby,,,,,1
Edward R. Murrow - A Reporter Remembers Vol. I The War Years,Edward R. Murrow,,,,,1
"Dr. Seuss Presents - \""If I Ran The Zoo\"" And \""Sleep Book\""",Marvin Miller,,,,,1
Sinatra At The Sands,nan,,,,,1
Goin' Out Of My Head,Wes Montgomery,Goin' Out Of My Head,1965-01-01,25.0,132946.0,1
In The Beginning God,nan,,,,,1
Winchester Cathedral,New Vaudeville Band,Summer Of Love,2020-09-11,34.0,144413.0,1
Eleanor Rigby/Eleanor's Dream - Remastered 1993,Paul McCartney,Give My Regards To Broad Street,1984-10-22,20.0,550506.0,1
(They Call It) Stormy Monday,Nancy Wilson,Something Wonderful,2004-01-01,20.0,148000.0,1
Crying Time,Ray Charles,Country,2021-08-13,31.0,175771.0,1
Crying Time,Ray Charles,Country,2021-08-13,31.0,175771.0,1
Hold It Right There,Ramsey Lewis,Wade In The Water,1966-01-01,16.0,147826.0,1
Ever'day Blues,Cortelia Clark,Blues in the Street,1966,0.0,251413.0,1
Grand Old Gospel,Porter Wagoner,,,,,1
Almost Persuaded,David Houston,Almost Persuaded,1966,42.0,176360.0,1
Don’t Touch Me,Jeannie Seely,20 All Time Greatest Hits,2005,8.0,190026.0,1
Almost Persuaded,David Houston,Almost Persuaded,1966,42.0,176360.0,1
Almost Persuaded,Nancy Wilson,Son Of A Preacher Man,1969-06-01,1.0,169760.0,1
What Now My Love,Nana Mouskouri,Nana Mouskouri In New York - The Girl From Greece Sings,2000,9.0,152400.0,1
Strangers In The Night,La Marimba De Zeferino Nandayapa,20 Grandes Temas de la Pantalla,2018-01-20,0.0,193306.0,1
Strangers In The Night,La Marimba De Zeferino Nandayapa,20 Grandes Temas de la Pantalla,2018-01-20,0.0,193306.0,1
Wagner: Lohengrin,nan,,,,,1
Confessions Of A Broken Man,nan,,,,,1
Revolver,nan,,,,,1
Ives: Symphony No. 1 In D Minor,nan,,,,,1
Mahler: Symphony No. 6 In A Minor,nan,,,,,1
"Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston",nan,,,,,1
"Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)",nan,,,,,1
Wagner: Die Walkure,nan,,,,,1
Ives: Music For Chorus,nan,,,,,1
Handel: Messiah,nan,,,,,1
"Prima Donna (Works Of Barber, Purcell, Etc.)",nan,,,,,1
Winchester Cathedral,New Vaudeville Band,Winchester Cathedral - Single,2012-11-25,11.0,133040.0,0
What Now My Love (Single),Herb Alpert,,,,,0
Blue Monday,Woza Nando,Single - Blue Monday,2022-01-01,0.0,367177.0,0
Almost Persuaded (Single),David Houston,,,,,0
What Now My Love (Album),Herb Alpert,,,,,0
Revolver (Album),nan,,,,,0
Dr. Zhivago (Motion Picture Soundtrack) (Album),Maurice Jarre,,,,,0
Color Me Barbra (Album),Barbra Streisand,,,,,0
The Impossible Dream,Nancy Buckingham,Enchanted,2012-01-15,0.0,171259.0,0
Strangers In The Night (Single),nan,,,,,0
"Somewhere My Love (Lara's Theme From \""Dr. Zhivago\"") (Album)",nan,,,,,0
Born Free,Nancy Wilson,The Very Best Of Nancy Wilson: The Capitol Recordings 1960-1976,2007-06-18,0.0,129120.0,0
Who Is Not Afraid of Suicide,Nanochord,Eternal сirculation,2022-09-11,0.0,241805.0,0
Trumpet Pickin',nan,,,,,0
Prissy,nan,,,,,0
2 Arabesques (arr. N. Gotz): Arabesque No. 2 in G Major (arr. for saxophone and piano),Nandor Gotz,"Debussy / Satie / Ravel: Transcriptions for Saxophone, Clarinet and Piano",2014-07-15,1.0,177786.0,0
These Boots Are Made For Walkin' (Single),Nancy Sinatra,,,,,0
Ella At Duke's Place (Album),Ella Fitzgerald,,,,,0
Color Me Barbra (Album),Barbra Streisand,,,,,0
Born A Woman (Single),Sandy Posey,,,,,0
The Shadow Of Your Smile (Album),Andy Williams,,,,,0
The Impossible Dream (Single),Jack Jones,,,,,0
Eleanor Rigby (Single),Paul McCartney,,,,,0
Distant Drums (Single),Jim Reeves,,,,,0
Almost Persuaded (Single),David Houston,,,,,0
Dr Zhivago,Maurice Jarre,Hollywood Movies Soundtrack,2010,27.0,217613.0,0
Chet Atkins Picks On The Beatles,Chet Atkins,,,,,0
Born Free,Roger Williams,Born Free,1966-01-01,29.0,141500.0,0
Batman Theme (Album),Neal Hefti,,,,,0
(They Call It) Stormy Monday,Nancy Wilson,Something Wonderful,2004-01-01,20.0,148000.0,0
Guantanamera,Nana Mouskouri,Les triomphes de Nana Mouskouri,1995-01-01,27.0,229426.0,0
Good Vibrations (Single),nan,,,,,0
cherish,Nana Mizuki,パノラマ-Panorama-,2004-04-07,4.0,264240.0,0
Rococo A' Go Go (Album),nan,,,,,0
Henry Mancini Presents The Academy Award Songs (Album),Henry Mancini,,,,,0
"Basie Swingin', Voices Singin'",nan,,,,,0
A Man and a Woman,Nancy Ames,Spiced with Brasil,1967-01-30,0.0,157333.0,0
Who's Afraid Of Virginia Woolf?,nan,,,,,0
Alfie - Original Music From The Score,nan,,,,,0
Born Free,Nancy Wilson,The Very Best Of Nancy Wilson: The Capitol Recordings 1960-1976,2007-06-18,0.0,129120.0,0
Arabesque (Motion Picture),nan,,,,,0
The Apple Tree (Album),nan,,,,,0
Sweet Charity (Album),nan,,,,,0
Skyscraper (Album),nan,,,,,0
Man Of La Mancha (Album),nan,,,,,0
Wanted For Murder (Album),nan,,,,,0
Have A Laugh On Me (Album),Archie Campbell,,,,,0
Funny Way To Make An Album (Album),Don Bowman,,,,,0
Downtown - Remastered,Mrs. Miller,"Wild, Cool & Swingin'",1999-01-01,9.0,175933.0,0
The Stevenson Wit (Album),Adlai Stevenson,,,,,0
History Repeats Itself (Album),Buddy Starcher,,,,,0
Death Of A Salesman (Album),Lee J. Cobb,,,,,0
Day for Decision,Johnny Sea,Day For Decision,1966,1.0,344533.0,0
The Christmas That Almost Wasn't (Album),Paul Tripp,,,,,0
Happiness Is,Marty Gold,,,,,0
"For The Children Of The World Art Linkletter Narrates \""The Bible\"" (Album)",Art Linkletter,,,,,0
Alice Through The Looking Glass (Album),nan,,,,,0
"The Ellington Era, Vol. II (Album)",nan,,,,,0
Edward R. Murrow - A Reporter Remembers - Vol. 1 The War Years (Album),nan,,,,,0
Dr. Zhivago (Album),nan,,,,,0
Ben Colder Strikes Again,nan,,,,,0
Woody's Winners,nan,,,,,0
Stan Kenton Conducts The Los Angeles Neophonic Orchestra (Album),Stan Kenton,,,,,0
John Handy Recorded Live At The Monterey Jazz Festival (Album),nan,,,,,0
Intermodulation,Bill Evans,,,,,0
Concert Of Sacred Music (Album),Duke Ellington,,,,,0
Bill Evans Trio With Symphony Orchestra (Album),nan,,,,,0
"At The \""Golden Circle\""",nan,,,,,0
Time Remembered (Single),nan,,,,,0
Marquis De Sade,nan,,,,,0
Jazz Samba,nan,,,,,0
If Only We Knew,nan,,,,,0
ABC Blues,nan,,,,,0
(They Call It) Stormy Monday,Nancy Wilson,Something Wonderful,2004-01-01,20.0,148000.0,0
Last Train To Clarksville,nan,,,,,0
Good Vibrations (Single),nan,,,,,0
Eleanor Rigby (Single),Paul McCartney,,,,,0
cherish,Nana Mizuki,パノラマ-Panorama-,2004-04-07,4.0,264240.0,0
You Don't Have To Say You Love Me,Dusty Springfield,You Don't Have To Say You Love Me,1966-07,44.0,170440.0,0
These Boots Are Made For Walkin' (Single),Nancy Sinatra,,,,,0
If I Were A Carpenter (Single),Bobby Darin,,,,,0
Born A Woman (Single),Sandy Posey,,,,,0
Last Train To Clarksville,nan,,,,,0
Guantanamera,Nana Mouskouri,Les triomphes de Nana Mouskouri,1995-01-01,27.0,229426.0,0
Good Vibrations (Single),nan,,,,,0
cherish,Nana Mizuki,パノラマ-Panorama-,2004-04-07,4.0,264240.0,0
When a Man Loves a Woman,Percy Sledge,When a Man Loves a Woman,1966,65.0,173866.0,0
Uptight (Everything's Alright),Stevie Wonder,Up-Tight,1966-05-01,54.0,174400.0,0
Love Is A Hurtin' Thing,Lou Rawls,Legendary Lou Rawls,1992-01-01,39.0,134426.0,0
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,It's A Man's Man's Man's World,1966-01-01,60.0,167373.0,0
When A Man Loves A Woman (Single),Percy Sledge,,,,,0
Uptight (Everything's Alright) - Single Version,Stevie Wonder,The Definitive Collection,2002-10-29,24.0,174093.0,0
Love Is A Hurtin' Thing (Single),Lou Rawls,,,,,0
