Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Otro Día Más Sin Verte,Jon Secada,Jon Secada,1992-01-01,63.0,327240.0,1
Frenesí - 2016 Remaster,Linda Ronstadt,Frenesi (2016 Remaster),1992-08-11,38.0,213213.0,1
Mas Canciones,Linda Ronstadt,,,,,1
Goin' Back to New Orleans,Dr. John,Goin' Back To New Orleans,1992-06-12,36.0,249800.0,1
The Sky Is Crying - 1984 Version,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),1984,44.0,250866.0,1
"An Irish Evening - Live At The Grand Opera House, Belfast",nan,,,,,1
Another Country,nan,,,,,1
X-tra Naked,Shabba Ranks,,,,,1
Brasileiro,Sergio Mendes,,,,,1
35th Anniversary,Walter Ostanek,,,,,1
Beauty And The Beast - Original Motion Picture Soundtrack,nan,,,,,1
P.D.Q. Bach: Music For An Awful Lot Of Winds & Percussion,Peter Schickele,,,,,1
What You Can Do To Avoid AIDS,"Earvin ""Magic"" Johnson",,,,,1
Guys And Dolls - The New Broadway Cast Recording,nan,,,,,1
Harlem Renaissance Suite,nan,,,,,1
"Tale As Old As Time - From ""Beauty And The Beast""",Nana Ou-Yang,Cello Loves Disney,2017-06-16,14.0,213240.0,1
"Beauty And The Beast, from ""Beauty And The Beast""/Prayer From ""Hansel And Gretel""",Howard Ashman,The Movie Album (Classical Pictures),1996-01-01,2.0,378560.0,1
Digging In The Dirt,Peter Gabriel,Us (Remastered Version),1992-09-27,34.0,318013.0,1
Diva,Annie Lennox,,,,,1
Strike Up The Band,nan,,,,,1
Life Is Herenow,Guru Nanak Dev Ji,"Courage to Fly (Spiritual Music for Yoga, Mantra, Karma, Tantra, Zen, Mindfullness, Massage & Meditation)",2013-09-23,0.0,257961.0,1
Delicious panchu wa dangerous,Nanahira,Wonder trick,2016-08-14,5.0,273413.0,1
Brian Eno & Daniel Lanois,nan,,,,,1
Babyface & L.A. Reid,nan,,,,,1
Spellbound - Compact,nan,,,,,1
Queen Of Soul - The Atlantic Recordings,nan,,,,,1
"The Complete Capitol Recordings Of The Nat \""King\"" Cole Trio",nan,,,,,1
Mahler: Symphony No. 9,nan,,,,,1
Mahler: Symphony No. 9,nan,,,,,1
R. Strauss: Die Frau Ohne Schatten,nan,,,,,1
Orff: Carmina Burana,nan,,,,,1
Prokofiev: Sinfonia Concertante/Tchaikovsky: Variations On A Rococo Theme,nan,,,,,1
"Horowitz - Discovered Treasures (Chopin, Liszt, Scarlatti, Scriabin, Clementi)",nan,,,,,1
Brahms: Sonatas For Cello & Piano,nan,,,,,1
"Kathleen Battle At Carnegie Hall (Handel, Mozart, Liszt, Strauss, etc.)",nan,,,,,1
Barber: The Lovers,nan,,,,,1
R. Strauss: Die Frau Ohne Schatten,nan,,,,,1
Michael Fine,nan,,,,,1
Save The Best For Last (Single),Vanessa Williams,,,,,0
Constant Craving (Single),k.d. lang,,,,,0
Beauty and the Beast (Single) - Remastered 2018,Céline Dion,Walt Disney Records The Legacy Collection: Beauty and the Beast,2018-02-09,13.0,245813.0,0
Achy Breaky Heart (Single),Billy Ray Cyrus,,,,,0
Ingenue (Album),k.d. lang,,,,,0
Diva (Album),Annie Lennox,,,,,0
Beauty And The Beast (Album),nan,,,,,0
Achtung Baby (Album),U2,,,,,0
Save The Best For Last (Single),nan,,,,,0
Constant Craving (Single),nan,,,,,0
Beauty And The Beast (Single),nan,,,,,0
Achy Breaky Heart (Single),nan,,,,,0
Kriss Kross,nan,,,,,0
Sophie Hawkins,nan,,,,,0
Billy Ray Cyrus,nan,,,,,0
Jon Secada,nan,,,,,0
Save The Best For Last (Single),Vanessa Williams,,,,,0
MTV Unplugged EP (Album),Mariah Carey,,,,,0
Diva (Album),Annie Lennox,,,,,0
Celine Dion (Album),Celine Dion,,,,,0
Us (Album),Peter Gabriel,,,,,0
The One (Single),Elton John,,,,,0
Joshua Judges Ruth (Album),Lyle Lovett,,,,,0
Black or White - Single Version,Michael Jackson,Number Ones,2003-11-18,63.0,198506.0,0
Sometimes Love Just Ain't Enough (Single),Don Henley,,,,,0
I Can't Dance (Single),Genesis,,,,,0
Don't Let The Sun Go Down On Me (Single),George Michael,,,,,0
Diamonds And Pearls (Single),Prince,,,,,0
With My Lover Beside Me (Album),Nancy Wilson,,,,,0
Michael Feinstein Sings The Jule Styne Songbook (Album),Michael Feinstein,,,,,0
Late Night At The Cafe Carlyle (Album),Bobby Short,,,,,0
Girl Singer (Album),Rosemary Clooney,,,,,0
Tahitian Skies (Track),Chet Atkins,,,,,0
"The Flight To Neverland - From ""Hook""",John Williams,John Williams: A Life In Music,2018-05-04,43.0,296173.0,0
Cool (Album),Bob James,,,,,0
The Bitch Is Back (Track),Tina Turner,,,,,0
Shot Of Poison (Single),Lita Ford,,,,,0
Rockinghorse,Alannah Myles,The Complete Atlantic Albums,2019-03-29,1.0,181040.0,0
It Won't Be Long,Alison Moyet,Singles,1995-05-16,14.0,247506.0,0
The Fire Inside (Single),Bob Seger,,,,,0
Life Is A Highway (Single),Tom Cochrane,,,,,0
Human Touch (Album),Bruce Springsteen,,,,,0
Digging In The Dirt (Single),Peter Gabriel,,,,,0
There Will Never Be Another Tonight (Single),Bryan Adams,,,,,0
Under The Bridge (Single),Red Hot Chili Peppers,,,,,0
Little Village (Album),Little Village,,,,,0
Kiko (Album),Los Lobos,,,,,0
Free Your Mind (Single),En Vogue,,,,,0
Smells Like Teen Spirit (Single),Nirvana,,,,,0
Live And Let Die (Single),Guns N' Roses,,,,,0
Jeremy,Singles plays Pearl Jam,Singles plays Pearl Jam,2014-06-16,4.0,310249.0,0
Dirt (Album),Alice In Chains,,,,,0
Angel Dust (Album),Faith No More,,,,,0
N.W.O. (Track),Ministry,,,,,0
Into The Void (Sealth),Soundgarden,Echo Of Miles: Scattered Tracks Across The Path,2014-11-24,23.0,396026.0,0
Countdown To Extinction (Album),Megadeth,,,,,0
In The Meantime (Track),Helmet,,,,,0
The Extremist (Album),Joe Satriani,,,,,0
Hound Dog (Track),Jeff Beck,,,,,0
Gypsy/Grajonca (Track),Santana,,,,,0
Bring 'Em Back Alive (Album),Dixie Dregs,,,,,0
Smells Like Teen Spirit (Single),nan,,,,,0
Jeremy (Single),nan,,,,,0
Human Touch (Single),nan,,,,,0
Digging In The Dirt (Single),nan,,,,,0
Your Arsenal (Album),Morrissey,,,,,0
Wish (Album),nan,,,,,0
Nonsuch (Album),XTC,,,,,0
Good Stuff (Album),nan,,,,,0
The Comfort Zone (Single),Vanessa Williams,,,,,0
I Love Your Smile - Driza Bone Single Remix,Shanice,Inner Child,1991-11-19,20.0,256706.0,0
I Belong To You (Single),Whitney Houston,,,,,0
Don't Let The Sun Go Down On Me (Track),Oleta Adams,,,,,0
T.E.V.I.N. (Album),Tevin Campbell,,,,,0
Lost In The Night (Single),Peabo Bryson,,,,,0
Jam (Single),Michael Jackson,,,,,0
Humpin' Around (Single),Bobby Brown,,,,,0
The Best Things In Life Are Free (Single),Luther Vandross,,,,,0
People Everyday (Single),Arrested Development,,,,,0
I'll Be There (Single),Mariah Carey,,,,,0
Funky Divas (Album),En Vogue,,,,,0
Summer Chill (Track),Grover Washington Jr.,,,,,0
Mood (Track),Soul II Soul,,,,,0
Just The Way I Feel (Track),George Howard,,,,,0
Big Idea (Track),nan,,,,,0
My Lovin' (You're Never Gonna Get It) (Single),nan,,,,,0
Jam (Single),nan,,,,,0
I'll Be There (Single),nan,,,,,0
Ain't 2 Proud 2 Beg (Single),nan,,,,,0
You Gotta Believe (Album),Marky Mark,,,,,0
Strictly Business (Single),LL Cool J,,,,,0
Latifah's Had It Up 2 Here (Single),Queen Latifah,,,,,0
Addams Groove (Single),M.C. Hammer,,,,,0
Jump Around (Single),House Of Pain,,,,,0
Jump (Single),Kris Kross,,,,,0
Greatest Misses (Album),Public Enemy,,,,,0
Check Your Head (Album),Beastie Boys,,,,,0
Rockoon (Album),Tangerine Dream,,,,,0
Esperanto,Shadowfax,,,,,0
Dream (Album),Kitaro,,,,,0
Dare To Dream (Album),Yanni,,,,,0
Upfront (Album),David Sanborn,,,,,0
Return Of The Brecker Brothers (Album),nan,,,,,0
One Music (Album),Bob Mintzer,,,,,0
Back Roads (Album),Bob Berg,,,,,0
You Gotta Pay The Band (Album),Abbey Lincoln,,,,,0
I'm Always Chasing Rainbows (Track),Take 6,,,,,0
Here's To Life (Album),Shirley Horn,,,,,0
All The Way (Album),Jimmy Scott,,,,,0
Soul Eyes (Track),nan,,,,,0
Fantasy (Track),nan,,,,,0
Blue Interlude (Track),nan,,,,,0
Above And Below (Track),nan,,,,,0
Lush Life (Album),Joe Henderson,,,,,0
I Remember Clifford (Album),Arturo Sandoval,,,,,0
Haunted Heart (Album),Charlie Haden Quartet West,,,,,0
Benny Rides Again (Album),Eddie Daniels,,,,,0
Harlem Renaissance (Album),nan,,,,,0
Grp All-Star Big Band (Album),nan,,,,,0
Carnegie Hall Concert (Album),nan,,,,,0
Brassy And Sassy (Album),Rob McConnell,,,,,0
Wynonna (Album),Wynonna,,,,,0
The Greatest Man I Never Knew (Single),Reba McEntire,,,,,0
Something In Red (Single),Lorrie Morgan,,,,,0
Maybe It Was Memphis (Single),Pam Tillis,,,,,0
The Chase (Album),Garth Brooks,,,,,0
Lord Have Mercy On The Working Man (Single),Travis Tritt,,,,,0
Better Class Of Losers (Single),Randy Travis,,,,,0
Achy Breaky Heart (Single),Billy Ray Cyrus,,,,,0
When She Cries (Single),Restless Heart,,,,,0
Only Daddy That'll Walk The Line (Single),nan,,,,,0
Boot Scootin' Boogie (Single),nan,,,,,0
American Pride (Album),Alabama,,,,,0
Whatcha Gonna Do With A Cowboy (Track),Chris LeDoux,,,,,0
Tell Me About It (Track),Tanya Tucker,,,,,0
Not Too Much To Ask,Mary Chapin Carpenter,Come On Come On,1992-06-20,26.0,202400.0,0
Killybegs (Track),nan,,,,,0
Scotland (Track),Emmylou Harris,,,,,0
Ride The Wild Turkey (Track),Jerry Douglas,,,,,0
Cotton-Eyed Joe (Track),Ricky Skaggs,,,,,0
Black And White Rag (Track),Asleep At The Wheel,,,,,0
Slide Rule (Album),Jerry Douglas,,,,,0
Scene 20 - 20th Anniversary Concert (Album),nan,,,,,0
"Larry Cordle, Glen Duncan And Lonesome Standard Time (Album)",Larry Cordle,,,,,0
Bluegrass Reunion (Album),David Grisman,,,,,0
The Greatest Man I Never Knew (Single),nan,,,,,0
She Is His Only Need (Single),nan,,,,,0
I Feel Lucky (Single),nan,,,,,0
Achy Breaky Heart (Single),nan,,,,,0
Unchain - Tales Of Wonder Album Version,Whiteheart,Tales Of Wonder,1991-11-11,20.0,297168.0,0
Pray For Rain (Album),Pray For Rain,,,,,0
I Cannot Get You Out Of My System - Not Ashamed Album Version,Newsboys,Not Ashamed,1992-01-01,12.0,198133.0,0
Listen To Our Hearts - Friend Like U Album Version,Geoff Moore & The Distance,A Friend Like You,1994-01-01,28.0,288840.0,0
I Choose Joy (Album),Larnelle Harris,,,,,0
"Faith, Hope And Love (Album)",nan,,,,,0
Angels Of Mercy (Album),Susan Ashton,,,,,0
Addicted To Jesus (Album),Carman,,,,,0
Pickin' The Best...Live (Album),Steve Easter,,,,,0
Black & Gold - Live,Black-Eyed Nancy,"The Big Nos, Nos Lowen Dance Album 2020",2020-09-01,1.0,316017.0,0
Camp Meeting Live (Album),nan,,,,,0
70th Anniversary Celebration (Album),nan,,,,,0
Steppin' Out (Album),Gospel Hummingbirds,,,,,0
Standing In The Safety Zone (Album),Fairfield Four,,,,,0
Live (Album),Albertina Walker,,,,,0
Still Say Yes - For The Rest Of My Life Album Version,Mom & Pop Winans,For The Rest Of My Life,1991-01-01,0.0,204106.0,0
When The Music Stops (Album),Daryl Coley,,,,,0
The Lady (Album),Vickie Winans,,,,,0
Testimony,Richard Smallwood Singers,,,,,0
Love Is Reality (Album),Al Green,,,,,0
With All Of My Heart (Album),nan,,,,,0
Only To Him (Album),nan,,,,,0
Never Let Go Of His Hand (Album),nan,,,,,0
African Children's Choir -Live! In Concert (Album),nan,,,,,0
Romance (Album),Luis Miguel,,,,,0
El Puma En Ritmo (Album),Jose Luis Rodriguez,,,,,0
Calor (Album),Julio Iglesias,,,,,0
Ave Fenix (Album),Raphael,,,,,0
Agua Nueva (Album),Cristian,,,,,0
Tributo A Ismael Rivera (Album),Celia Cruz,,,,,0
Soy Dichoso (Album),Ray Barretto,,,,,0
Gracias (Album),El Gran Combo de Puerto Rico,,,,,0
Amor Y Control (Album),Rubén Blades,,,,,0
Unsung Highways,Emilio Navaira,,,,,0
Un Nuevo Comienzo (Album),Los Diablos,,,,,0
"I Love My Freedom, I Love My Texas (Album)",Mingo Saldivar Y Sus Tremendos Cuatro Espadas,,,,,0
Con Sentimiento Y Sabor (Album),Los Tigres Del Norte,,,,,0
Someone To Love (Album),Charles Brown,,,,,0
Roots Of Rhythm And Blues: A Tribute To The Robert Johnson Era (Album),nan,,,,,0
No Looking Back (Album),"Clarence ""Gatemouth"" Brown",,,,,0
Got Love If You Want It (Album),John Hammond,,,,,0
The Right Time (Album),Etta James,,,,,0
Robben Ford And The Blue Line (Album),Robben Ford,,,,,0
Peace To The Neighborhood (Album),Pops Staples,,,,,0
I Was Warned (Album),nan,,,,,0
Le Trio Cadien (Album),Eddie LeJeune,,,,,0
Just Gimme Somethin' I'm Used To (Album),Norman Blake,,,,,0
Grandfather's Greatest Hits (Album),David Holt,,,,,0
A Cathedral Concert (Album),nan,,,,,0
The Criminal Under My Own Hat (Album),nan,,,,,0
Rites Of Passage (Album),Indigo Girls,,,,,0
Play Me Backwards (Album),Joan Baez,,,,,0
Arkansas Traveler (Album),Michelle Shocked,,,,,0
Rastafari Centennial/Live In Paris - Elysee Montmartre (Album),Steel Pulse,,,,,0
Committed (Album),Third World,,,,,0
Breakout (Album),Jimmy Cliff,,,,,0
All over the World,Wailing Souls,All Over The World,1992-06-16,6.0,267266.0,0
Kirya (Album),Ofra Haza,,,,,0
Gipsy Kings Live (Album),Gipsy Kings,,,,,0
Eyes Open (Album),Youssou N'Dour,,,,,0
Americas (Album),nan,,,,,0
Where Were You Back Then? (Album),Lenny Gomulka,,,,,0
Sturr-It-Up (Album),nan,,,,,0
Happy Polka Days (Album),nan,,,,,0
All American Country Flavored Polkas (Album),nan,,,,,0
Woody's Grow Big Songs 1 And 2 (Album),nan,,,,,0
Snuggle Up - A Gift Of Songs For Sweet Dreams (Album),J. Aaron Brown,,,,,0
Pete Seeger's Family Concert (Album),Pete Seeger,,,,,0
Chipmunks In Low Places (Album),nan,,,,,0
Off The Deep End,"""Weird Al"" Yankovic",,,,,0
Naked Beneath My Clothes (Album),Rita Rudner,,,,,0
Jonathan Winters Is Terminator 3 (Album),Jonathan Winters,,,,,0
An Evening With George Burns (Album),George Burns,,,,,0
This Is Orson Welles (Album),Orson Welles,,,,,0
Stories (Album),Garrison Keillor,,,,,0
Fried Green Tomatoes At The Whistle Stop Cafe (Album),Fannie Flagg,,,,,0
Devout Catalyst (Album),Ken Nordine,,,,,0
A Christmas Carol (Album),Patrick Stewart,,,,,0
The Secret Garden  - The Original Broadway Cast Album (Album),nan,,,,,0
The King And I (Album),nan,,,,,0
Jelly's Last Jam (Album),nan,,,,,0
Crazy For You (Album),nan,,,,,0
The Truth Will Always Be (Track),nan,,,,,0
Oblivion (Track),nan,,,,,0
Magic Fingers (Track),nan,,,,,0
Blue Interlude (Track),nan,,,,,0
Theme From Northern Exposure,nan,,,,,0
Rush (Album),nan,,,,,0
Mambo Caliente (Track),nan,,,,,0
Hook and Ladder,Nancy Sinatra,Start Walkin' 1965-1976,2021-02-05,14.0,188960.0,0
Tears in Heaven,Eric Clapton,Rush (Music from the Motion Picture Soundtrack),1992-01-10,65.0,271760.0,0
Now And Forever (From A League Of Their Own),Carole King,,,,,0
It's Probably Me (From Lethal Weapon 3) (Track),Eric Clapton,,,,,0
Beautiful Maria Of My Soul (From The Mambo Kings),Arne Glimcher,,,,,0
What God Wants (Video),Roger Waters,,,,,0
Kiko And The Lavender Moon (Album),Los Lobos,,,,,0
Free Your Mind (Video),En Vogue,,,,,0
Church (Video),Lyle Lovett,,,,,0
The Enemy Strikes Live (Video),Public Enemy,,,,,0
Phallus In Wonderland (Video),GWAR,,,,,0
Hammerin' Home (Video),M.C. Hammer,,,,,0
"Classic Visions 5 - Gershwin, D'Albert, Strauss And Honegger (Video)",Matthias Bamert,,,,,0
Values (Track),nan,,,,,0
Cherokee (Track),nan,,,,,0
Bennie Moten's Weird Nightmare (Track),nan,,,,,0
Airegin (Track),nan,,,,,0
Why Do The Nations So Furiously Rage? (Track),nan,,,,,0
Stella By Starlight (Track),nan,,,,,0
Lush Live (Track),nan,,,,,0
Guess I'll Hang My Tears Out To Dry (Track),nan,,,,,0
Brasileiro (Album),nan,,,,,0
The Hunter (Album),nan,,,,,0
Out Of The Cradle (Album),nan,,,,,0
Ingenue (Album),nan,,,,,0
Mitchell Froom (producer),nan,,,,,0
Chris Thomas (producer),nan,,,,,0
Teddy Riley (producer),nan,,,,,0
Too Legit To Quit (Special Package) (Album),nan,,,,,0
Queen Of Soul - The Atlantic Recordings (Album),nan,,,,,0
Elvis The King Of Rock 'N' Roll - The Complete 50's Masters (Album),nan,,,,,0
99.9 F (Special Package) (Album),nan,,,,,0
You're The Top: Cole Porter In The 1930's (Album),nan,,,,,0
"The Complete Capitol Recordings Of The Nat \""King\"" Cole Trio (Album)",nan,,,,,0
Roots N' Blues The Retrospective (1925-1950) (Album),nan,,,,,0
Elvis The King Of Rock 'N' Roll - The Complete 50's Masters (Album),nan,,,,,0
You're The Top: Cole Porter In The 1930's (Album),nan,,,,,0
The Music Of Disney - A Legacy In Song (Album),nan,,,,,0
Les Paul: The Legend And The Legacy (Album),nan,,,,,0
Elvis The King Of Rock 'N' Roll - The Complete 50's Masters (Album),nan,,,,,0
R. Strauss: Die Frau Ohne Schatten (Album),nan,,,,,0
Gorecki: Symphony No. 3,nan,,,,,0
Cecilia Bartoli: Rossini Heroines (Album),nan,,,,,0
Beethoven: Complete Symphonies,Anton Nanut,Beethoven: The Nine Symphonies,2009-01-01,0.0,614733.0,0
Schuman: Symphony No. 10; New England Triptych; American Festival Overture,nan,,,,,0
Messiaen: Turangalila Symphonie,nan,,,,,0
Gorecki: Symphony No. 3,nan,,,,,0
Beethoven: Complete Symphonies,Anton Nanut,Beethoven: The Nine Symphonies,2009-01-01,0.0,614733.0,0
Wagner: Siegfried,nan,,,,,0
Tchaikovsky: Pique Dame (The Queen Of Spades),nan,,,,,0
Janácek: The Cunning Little Vixen,nan,,,,,0
Handel: Giulio Cesare,nan,,,,,0
Mahler: Das Klagende Lied,nan,,,,,0
Janácek: Glagolitic Mass,nan,,,,,0
Haydn: The Seasons,nan,,,,,0
Handel: Messiah,nan,,,,,0
Rachmaninoff: Piano Cons. Nos. 2 And 3,nan,,,,,0
Mozart: Piano Concertos Nos. 23 And 24 (Album),nan,,,,,0
"Medtner: Piano Concertos Nos. 1, 2 And 3",nan,,,,,0
Bartók: Violin Concerto No. 2/Moret: En Reve,nan,,,,,0
Shostakovich: 24 Preludes And Fugues  Op.87,nan,,,,,0
Schubert: Fantasie In C;4 Lieder/Brahms: Fantasien Op. 116 And Liszt: Ungarische Rhapsodie,nan,,,,,0
Ravel: Complete Works For Piano,nan,,,,,0
"Brahms: Variations And Fugue On A Theme By Handel Op. 24; 6 Piano Pieces Op. 118; 2 Rhapsodies, Op. 79 (Album)",nan,,,,,0
"Szymanowski: String Quartets Numbers 1 And 2/Webern: \""Langsmer Satz\"" For String Quartet",nan,,,,,0
Dvorák: Piano Quintets Op. 81 And Op. 5,nan,,,,,0
"Brahms: Sextets, Opp 18 And 36; Theme And Variations",nan,,,,,0
Beethoven: The Late String Quartets,nan,,,,,0
Wolf: Songs To The Poetry Of Goethe And Morike (Album),nan,,,,,0
Marilyn Horne: Rossini Recital,nan,,,,,0
Delius: Sea Drift,nan,,,,,0
Cecilia Bartoli: Rossini Heroines,nan,,,,,0
Zwilich: Flute Concerto (Track),nan,,,,,0
Tavener: The Protecting Veil (Track),nan,,,,,0
Lutoslawski: Piano Concerto,nan,,,,,0
"Davis: X, The Life And Times Of Malcolm X",nan,,,,,0
Stravinsky: The Rite Of Spring And Pulcinella Suite (Album),nan,,,,,0
Orff: Carmina Burana,nan,,,,,0
Hanson: Mosaics; Piano Con. In G; Syms. Nos. 5 And 7,nan,,,,,0
Barber: The Lovers; Prayers Of Kierkegaard,nan,,,,,0
Arnold: A Sussex Overture; Beckus The Dandipratt; The Smoke; The Fair Field,nan,,,,,0
Thomas Frost,nan,,,,,0
Steven Epstein,nan,,,,,0
Andrew Cornall,nan,,,,,0
James Mallinson,nan,,,,,0
Unforgettable,Nancy,When I'm with You (I Feel Love) / Unforgettable,2019-09-04,0.0,151851.0,1
Unforgettable,Natalie Cole,Unforgettable: With Love,1991-06-11,58.0,210906.0,1
Unforgettable,Nancy,When I'm with You (I Feel Love) / Unforgettable,2019-09-04,0.0,151851.0,1
Marc Cohn,nan,,,,,1
Something To Talk About,Bonnie Raitt,Luck Of The Draw,1991-01-01,59.0,227573.0,1
When a Man Loves a Woman,Michael Bolton,"Time, Love & Tenderness",1991-04-23,63.0,231066.0,1
Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),1991-03-12,80.0,268426.0,1
Unforgettable,Nancy,When I'm with You (I Feel Love) / Unforgettable,2019-09-04,0.0,151851.0,1
"Training - Robin Hood, Prince Of Thieves",Michael Kamen,Robin Hood: Prince Of Thieves (Original Motion Picture Soundtrack),1991-01-01,17.0,315200.0,1
Luck Of The Draw,Bonnie Raitt,Luck Of The Draw,1991-01-01,26.0,317040.0,1
"Good Man, Good Woman",Bonnie Raitt,Luck Of The Draw,1991-01-01,33.0,213666.0,1
For Unlawful Carnal Knowledge,Van Halen,,,,,1
Metallica,Metallica,,,,,1
Cliffs Of Dover,nan,,,,,1
Soul Cages,nan,,,,,1
Out Of Time,R.E.M.,,,,,1
How Can I Ease the Pain,Lisa Fischer,So Intense,1991-04-09,40.0,319880.0,1
Burnin' (The Fire Is Still) Burnin' For You,Patti LaBelle,Burnin',1991-01-01,9.0,328760.0,1
Power of Love / Love Power,Luther Vandross,Power Of Love,1991-04-26,40.0,402413.0,1
Cooleyhighharmony,Boyz II Men,,,,,1
By the Power of Your Love,Nania,"Thanksgiving, Vol. 2",2012,18.0,326360.0,1
Mama Said Knock You Out,LL COOL J,Mama Said Knock You Out,1990-08-27,60.0,289693.0,1
Summertime,D.J. Jazzy Jeff,,,,,1
Fresh Aire 7,nan,,,,,1
Sassy,nan,,,,,1
Oh! He Is Christmas,Take 6,He Is Christmas,1991-08-23,17.0,241160.0,1
I'll Remember You,Nani,East of Maui,2012-05-25,4.0,173516.0,1
Saturday Night At The Blue Note,Oscar Peterson Trio,,,,,1
Live At The Royal Festival Hall,Dizzy Gillespie,,,,,1
Down at the Twist and Shout,Mary Chapin Carpenter,The Essential Mary Chapin Carpenter,1989,51.0,201893.0,1
Ropin' The Wind,Garth Brooks,,,,,1
Love Can Build A Bridge,nan,,,,,1
Restless,Ricky Skaggs,,,,,1
The Ballad of Sally Anne,Mark O'Connor,The New Nashville Cats,1991-04-12,4.0,162200.0,1
Spring Training,Carl Jackson,,,,,1
Love Can Build A Bridge,nan,,,,,1
Under Their Influence,Russ Taff,,,,,1
For The Sake Of The Call,Steven Curtis Chapman,For The Sake Of The Call,1990-01-01,25.0,330626.0,1
Homecoming,Nana Duah,Homecoming,2022-05-06,0.0,389000.0,1
Pray for Me,Mighty Clouds Of Joy,Pray for Me,1990-10-24,19.0,525600.0,1
Addictive Love - Different Lifestyles Album Version,Bebe & Cece Winans,Different Lifestyles,1991-01-01,42.0,324333.0,1
The Evolution Of Gospel,nan,,,,,1
Cosas Del Amor,Vikki Carr,,,,,1
Bachata Rosa,Juan Luis Guerra 4.40,Bachata Rosa,1990-01-01,67.0,257079.0,1
