Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Always On My Mind (Single),Willie Nelson,,,,,0
Tug Of War (Album),Paul McCartney,,,,,0
The Nylon Curtain (Album),Billy Joel,,,,,0
The Nightfly,Donald Fagen,80's Album Classics,2019-09-06,0.0,346693.0,0
American Fool (Album),John Cougar Mellencamp,,,,,0
Rosanna,nan,,,,,0
I.G.Y. (What A Beautiful World) (Single),nan,,,,,0
Eye Of The Tiger (Single),nan,,,,,0
Ebony And Ivory (Single),nan,,,,,0
The Human League,nan,,,,,0
Jennifer Holliday,nan,,,,,0
Asian Rhythms,Maya Nancy,Thai Restaurant Music 2021: Relaxing Background Music from Thailand,2021-02-23,0.0,336999.0,0
Stray cats attack,Nanahoshi Orchestra,YOUTH WITHOUT YOUTH,2013-11-17,3.0,220434.0,0
Love's Been A Little Bit Hard On Me (Single),Juice Newton,,,,,0
Heart Attack (Single),Olivia Newton-John,,,,,0
Gloria (Track),Laura Branigan,,,,,0
Get Closer,Linda Ronstadt,The 80's Studio Album Collection,2014-04-14,12.0,153066.0,0
Steppin' Out - Single Version,Joe Jackson,Totally '80s For Kids,2010-01-01,9.0,226346.0,0
I.G.Y. (What A Beautiful World) (Single),Donald Fagen,,,,,0
I Keep Forgettin' (Everytime You're Near) (Single),Michael McDonald,,,,,0
Don't Talk To Strangers (Single),Rick Springfield,,,,,0
Blue Eyes (Single),Elton John,,,,,0
Rosanna - Single Version,TOTO,Pop Music: The Modern Era 1976-1999,1999-10-11,24.0,242160.0,0
Maneater (Track),nan,,,,,0
Hard To Say I'm Sorry (Single),Chicago,,,,,0
Ebony And Ivory - 2022 Remaster,Paul McCartney,The 7” Singles,2022-12-02,23.0,225746.0,0
Hooked On Classics (Album),Louis Clark,,,,,0
"Flying Theme (From ""E.T. the Extra-Terrestrial"")",John Williams,John Williams - Greatest Hits 1969-1999,1970,39.0,222773.0,0
Crazy For You (Album),Earl Klugh,,,,,0
As We Speak (Track),David Sanborn,,,,,0
Voyeur (Album),Kim Carnes,,,,,0
Protection (Track),Donna Summer,,,,,0
Green Light (Album),Bonnie Raitt,,,,,0
Get Closer (Single),Linda Ronstadt,,,,,0
Tonight I'm Yours (Don't Hurt Me),Rod Stewart,The Studio Albums 1975 - 2001,2014,9.0,251866.0,0
Shock The Monkey (Single),Peter Gabriel,,,,,0
I Get Excited (Single),Rick Springfield,,,,,0
Dirty Laundry (Track),Don Henley,,,,,0
Valley Girl (Single),Frank Zappa,,,,,0
Don't Fight It (Single),Kenny Loggins,,,,,0
Centerfold (Single),J. Geils Band,,,,,0
Asian Kriate,Asian Kriate,Venom Compilation Albumm 1,2004-09-07,0.0,222693.0,0
Scandinavia (Track),Van Morrison,,,,,0
Requiem - Commentary,King Crimson,"Requiem (Extended) [KC50, Vol. 11]",2019-03-22,0.0,113616.0,0
Industry Standard (Album),nan,,,,,0
Don't Stop (Track),Maynard Ferguson,,,,,0
Muscles (Single),Diana Ross,,,,,0
"Love Is in Control (Finger on the Trigger) [7"" Version]",Donna Summer,"Hits, Singles & More",1989,15.0,224546.0,0
Jump To It (Album),Aretha Franklin,,,,,0
It's Gonna Take a Miracle - Single Version,Deniece Williams,Love Songs,1976,20.0,198533.0,0
Forget Me Nots - Single Version,Patrice Rushen,Straight from the Heart (Remastered),1982-04-14,46.0,244866.0,0
Turn Your Love Around (Single),George Benson,,,,,0
The Other Woman (Album),Ray Parker Jr.,,,,,0
"Forever, For Always, For Love (Album)",Luther Vandross,,,,,0
Do I Do - Single Version,Stevie Wonder,The Definitive Collection,2002-10-29,26.0,303133.0,0
What's That You're Doing (Track),Paul McCartney,,,,,0
Street Life (Track),B.B. King,,,,,0
A Penny for Your Thoughts - Single Version,Tavares,New Directions (Bonus Track Version),2016-08-17,5.0,238253.0,0
Stripes (Track),Spyro Gyra,,,,,0
Number One (Track),Patrice Rushen,,,,,0
Come Morning (Album),Grover Washington Jr.,,,,,0
Boogie In Your Butt (Instrumental Version) (Single),Eddie Murphy,,,,,0
That Girl's Secret Service,Nanahoshi Orchestra,ABnormal LEGACY,2015-04-26,0.0,284414.0,0
Sexual Healing (Single),nan,,,,,0
Let It Whip,nan,,,,,0
It's Gonna Take A Miracle (Single),nan,,,,,0
(You Don't Know) How Glad I Am,Nancy Wilson,How Glad I Am,1964-01-01,50.0,157386.0,0
Weather Report (Album),Weather Report,,,,,0
Incognito (Album),Spyro Gyra,,,,,0
Desire (Album),Tom Scott,,,,,0
As We Speak (Album),David Sanborn,,,,,0
Nobody (Single),Sylvia,,,,,0
I Will Always Love You (Single),Dolly Parton,,,,,0
Rose of Cimarron,Emmylou Harris,The 80's Studio Album Collection,2014-11-04,3.0,259453.0,0
Ain't No Money (Single),Rosanne Cash,,,,,0
She Got The Goldmine (I Got The Shaft) (Single),Jerry Reed,,,,,0
Love Will Turn You Around (Single),Kenny Rogers,,,,,0
Heartbroke (Single),Ricky Skaggs,,,,,0
He Got You (Single),Ronnie Milsap,,,,,0
You Put The Blue In Me (Album),nan,,,,,0
Love Hurts (Track),Gram Parsons,,,,,0
(Sittin' On) The Dock Of The Bay (Track),Waylon Jennings,,,,,0
Bobbie Sue (Album),nan,,,,,0
The Joe Maphis Flat-Picking Spectacular (Album),Joe Maphis,,,,,0
Just Hooked On Country (Album),nan,,,,,0
Feudin' (Track),Poco,,,,,0
Below Freezing (Track),Merle Watson,,,,,0
She Got The Goldmine (I Got The Shaft) (Single),nan,,,,,0
"Ring On Her Finger, Time On Her Hands (Single)",nan,,,,,0
Nobody (Single),nan,,,,,0
I'm Gonna Hire A Wino To Decorate Our Home (Single),nan,,,,,0
Stand By The Power (Album),nan,,,,,0
My Tribute (Track),Andrae Crouch,,,,,0
Lift Up The Lord (Album),Sandi Patti,,,,,0
Lady Live (Album),Reba Rambo,,,,,0
Something Special (Album),nan,,,,,0
"O, What A Savior (Album)",nan,,,,,0
Makin' My Own Place (Album),Dottie Rambo,,,,,0
Feeling At Home (Album),nan,,,,,0
"Touch Me, Lord (Album)",Larnelle Harris,,,,,0
Miracle Man (Album),Mighty Clouds Of Joy,,,,,0
Finally (Album),Andrae Crouch,,,,,0
Edwin Hawkins Live With The Oakland Symphony (Album),Edwin Hawkins,,,,,0
We Need To Hear From You (Track),Andrae Crouch,,,,,0
Miracle Man (Track),Mighty Clouds Of Joy,,,,,0
Jesus Is Alive And Well (Track),Jessy Dixon,,,,,0
He Believes In Me (Single),Ben Moore,,,,,0
Would They Love Him Down In Shreveport (Track),nan,,,,,0
Miracle (Album),B.J. Thomas,,,,,0
God Bless America (Album),Leontyne Price,,,,,0
Crossfire (Track),Kansas,,,,,0
The New Johnny Otis Show (Album),Johnny Otis,,,,,0
Sippie (Album),nan,,,,,0
He Was A Friend Of Mine (Track),"Eddie ""Cleanhead"" Vinson",,,,,0
Genuine Houserocking Music (Album),Hound Dog Taylor,,,,,0
Tennessee: Folk Heritage - The Mountains (Album),nan,,,,,0
"Reggae Sunsplash '81, A Tribute To Bob Marley (Album)",nan,,,,,0
Metropolis (Album),Klezmorim,,,,,0
Live In America (Album),nan,,,,,0
In The Tradition (Album),Boys Of The Lough,,,,,0
Rhythm Of Life (Album),Ray Barretto,,,,,0
Momentos,Julio Iglesias,Moments,1982,51.0,214160.0,0
Escenas De Amor (Album),Jose Feliciano,,,,,0
Canciones Del Solar De Los Aburidos (Album),Willie Colon,,,,,0
The Chipmunks Go Hollywood (Album),nan,,,,,0
I Am God's Project (Album),nan,,,,,0
Here Comes Garfield (Album),Lou Rawls,,,,,0
Best Of Friends (Album),nan,,,,,0
Animals And Other Things (Album),nan,,,,,0
The Steve Martin Brothers (Album),Steve Martin,,,,,0
Great White North (Album),nan,,,,,0
Eddie Murphy (Album),Eddie Murphy,,,,,0
A Place For My Stuff (Album),George Carlin,,,,,0
No Man's Land (Album),John Gielgud,,,,,0
Foundation's Edge (Album),Isaac Asimov,,,,,0
Charles Dickens Nicholas Nickelby (Album),Roger Rees,,,,,0
2010: Odyssey Two (Album),Arthur C. Clarke,,,,,0
"In The Presence And Absence Of Each Other (Parts 1, 2, And 3)",nan,,,,,0
Desire (Album),nan,,,,,0
Are You Going With Me? (Single),nan,,,,,0
Adventure On Earth,nan,,,,,0
Victor/Victoria (Original Soundtrack Recording) (Album),nan,,,,,0
The French Lieutenant's Woman (Original Soundtrack Recording) (Album),nan,,,,,0
Ragtime (Music From The Motion Picture) (Album),nan,,,,,0
On Golden Pond (Music And Orignal Dialogue From The Motion Picture Soundtrack) (Album),nan,,,,,0
fantasia 9 album 2 / g. p. telemann,Nancy Brougel,Arpa Barroca Vol 2 / Baroque Harp Vol 2,2009-01-01,0.0,223000.0,0
Merrily We Roll Along (Album),nan,,,,,0
Joseph And The Amazing Technicolor Dreamcoat (Album),nan,,,,,0
Cats (Album),nan,,,,,0
Visions: Elton John (Video),Elton John,,,,,0
The Tubes Video,nan,,,,,0
Tales Of Hoffmann (Video),Georges Pretre,,,,,0
Fun And Games (Video),nan,,,,,0
Smilin' Through (Album),Cleo Laine,,,,,0
Maxine Sullivan With The Ike Isaacs Quartet,Maxine Sullivan,,,,,0
Echoes Of An Era (Album),Chaka Khan,,,,,0
A Classy Pair (Album),Ella Fitzgerald,,,,,0
The Dave Frishberg Songbook - Volume I (Album),Dave Frishberg,,,,,0
Bop For Kerouac (Album),Mark Murphy,,,,,0
A Tribute To Johnny Mercer (Album),Bill Henderson,,,,,0
8 To 5 I Lose (Track),Joe Williams,,,,,0
One Night In A Dream (Track),nan,,,,,0
Yuruyuri I Love U,Nanamori-Chu☆Goraku-Bu,Yuruyuri♪♪ 1st. Series Best Album Yuruyu Rhythm♪,2018-03-16,10.0,202266.0,0
High Standards (Album),nan,,,,,0
Easy To Love (Album),nan,,,,,0
Wynton Marsalis (Album),nan,,,,,0
The Magnificent Tommy Flanagan (Album),nan,,,,,0
Night And Day (Album),nan,,,,,0
Jimmy Rowles Plays Duke Ellington And Billy Strayhorn (Album),nan,,,,,0
Straight Ahead (Album),Art Blakey,,,,,0
Giant Steps (Album),nan,,,,,0
Dizzy Gillespie - Live With The Mitchell-Ruff Duo (Album),Dizzy Gillespie,,,,,0
A Work Of Art (Album),Art Farmer Quartet,,,,,0
Westlake (Album),nan,,,,,0
"The Woody Herman Big Band \""Live At The Concord Jazz Festival 1981\""",nan,,,,,0
Make Me Smile And Other New Works By Bob Brookmeyer (Album),Mel Lewis,,,,,0
Live In Digital (Album),Rob McConnell,,,,,0
Pavanne (Track),nan,,,,,0
Pavane Pour Une Infante Defunte (Track),nan,,,,,0
Balladina (Track),nan,,,,,0
Are You Going With Me? (Track),nan,,,,,0
Only A Miracle (Track),nan,,,,,0
I.G.Y. (What A Beautiful World) (Single),nan,,,,,0
Easy To Love (Track),nan,,,,,0
Do I Do (Track),nan,,,,,0
Ruby Baby (Track),nan,,,,,0
Route 66 (Track),nan,,,,,0
One Night In A Dream (Track),nan,,,,,0
Lullaby Of Birdland (Track),nan,,,,,0
We Are One (Album),nan,,,,,0
Vacation (Album),nan,,,,,0
Ongaku-Kai Live In Japan (Album),nan,,,,,0
Nothing To Fear (Album),nan,,,,,0
Young Blood (Album),nan,,,,,0
The Greatest Country Music Recordings Of All Time (Summary And Glossary) (Album),nan,,,,,0
Sixty Years Of Country Music (Album),nan,,,,,0
Duke Ellington 1941 (Album),nan,,,,,0
An Experiment In Modern Music: Paul Whiteman At Aeolian Hall (Album),nan,,,,,0
Minstrels And Tunesmiths - The Commercial Roots Of Early Country Music,nan,,,,,0
Bunny Berigan (Giants Of Jazz) (Album),nan,,,,,0
Bartók At The Piano - 1920-1945,nan,,,,,0
An Experiment In Modern Music: Paul Whiteman At Aeolian Hall (Album),nan,,,,,0
The Nightfly (Album),nan,,,,,0
Love Over Gold (Album),nan,,,,,0
Eye In The Sky (Album),nan,,,,,0
American Fool,nan,,,,,0
Gary Katz (producer),nan,,,,,0
Quincy Jones (producer),nan,,,,,0
David Foster (producer),nan,,,,,0
"Don Gehman, John Cougar Mellencamp (producers)",nan,,,,,0
Stravinsky: The Recorded Legacy (Album),nan,,,,,0
"Mahler: Symphony No. 7 In E Minor (\""Song Of The Night\"") (Album)",nan,,,,,0
Debussy: La Mer/Prelude A L'Apres Midi D'Un Faune/Dances Sacree Et Profane (Album),nan,,,,,0
Berlioz: La Damnation De Faust (Album),nan,,,,,0
Mozart: Symphonies - Volume 1 (The Early Works) (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
Debussy: La Mer/Prelude A L'Apres Midi D'Un Faune/Danses Sacree Et Profane (Album),nan,,,,,0
(R) Strauss: Death And Transfiguration/ Don Juan/Salome-Dance Of the Seven Veils (Album),nan,,,,,0
"Weinberger: Schwanda, The Bagpiper (Album)",nan,,,,,0
Puccini: Turandot (Album),nan,,,,,0
Puccini: Tosca (Album),nan,,,,,0
Janácek: The Cunning Little Vixen,nan,,,,,0
Faure: Penelope (Album),nan,,,,,0
Rachmaninoff: The Bells And Russian Songs (Track),nan,,,,,0
"Poulenc: Gloria For Soprano, Choir And Orchestra (G Major) (Album)",nan,,,,,0
Janácek: Glagolitic Mass,nan,,,,,0
Haydn: The Seasons (Album),nan,,,,,0
Brahms: A German Requiem (Album),nan,,,,,0
"Bach: Cantatas - Volume 30 (Nos. 120,121,122,123) (Album)",nan,,,,,0
"Brahms: The String Sextets (B-Flat Major, Op. 18 And G Major, Op. 36) (Album)",nan,,,,,0
"Brahms: Sonatas For Cello And Piano No. 1 In E Minor, Op. 38 And No. 2 In F Major, Op. 99 (Album)",nan,,,,,0
"Borodin: Quartet No. 2 In D Major/Dohnanyi: Quartet No. 2 In D-Flat, Op.15 (Album)",nan,,,,,0
"Bach: Trio Sonatas (BWV 1038, 1039, 1079) (Album)",nan,,,,,0
Vivaldi: The Four Seasons (Album),nan,,,,,0
"Schumann: Concerto For Piano In A Minor/ Rachmaninoff: Concerto For Piano No. 2 In C Minor, Op. 18 (Album)",nan,,,,,0
"Mozart: Concerto For Piano No. 22 In E-Flat Major, K.482 (Album)",nan,,,,,0
"Beethoven: Piano Concerto No. 4 In G Major, Op. 58 (Album)",nan,,,,,0
"The Alkan Project (Etudes, Op.39-In All The Minor Keys) (Album)",nan,,,,,0
"Schumann: Humoreske, Op.20/ Fantasiestucke, Op.12 (Album)",nan,,,,,0
"Horowitz At The Met (Works By Scarlatti, Chopin, Liszt And Rachmaninoff) (Album)",nan,,,,,0
Grofe-Tomita: Grand Canyon Suite/Anderson-Tomita: Syncopated Clock (Album),nan,,,,,0
Granados: Danzas Espanolas (Album),nan,,,,,0
"Barber: Sonata For Piano, Op. 26/Souvenirs, Op. 28/Nocturne, Op. 33 (Album)",nan,,,,,0
Mozart: Concert Arias (Album),nan,,,,,0
Frederica von Stade Live! (Album),nan,,,,,0
Faure: La Bonne Chanson/Debussy: Chansons De Bilitis And Ariettes Oubliees (Album),nan,,,,,0
Berlioz: La Mort De Cleopatre (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
Dvorák: Symphony No. 9 In E Minor (From The New World),nan,,,,,0
Berlioz: La Damnation De Faust (Album),nan,,,,,0
Bach: The Goldberg Variations (Album),nan,,,,,0
Samuel H. Carter & Glenn Gould,nan,,,,,0
Steven Epstein,nan,,,,,0
Jay David Saks,nan,,,,,0
James Mallinson,nan,,,,,0
Bette Davis Eyes,Kim Carnes,Mistaken Identity,1981-01-01,74.0,228000.0,1
Double Fantasy,John Lennon,,,,,1
Bette Davis Eyes,nan,,,,,1
Sheena Easton,nan,,,,,1
Lena's Dialogue - Broadway,Lena Horne,Live On Broadway Lena Horne: The Lady And Her Music,1981,0.0,82160.0,1
Breakin' Away,Al Jarreau,Breakin' Away,1981,35.0,253933.0,1
Boy From New York City,nan,,,,,1
The Theme From Hill Street Blues,Larry Carlton,,,,,1
Fire And Ice,Pat Benatar,Precious Time,1981-01-01,39.0,201226.0,1
Jessie's Girl,Rick Springfield,Working Class Dog,1981,68.0,194120.0,1
Don't Stand So Close To Me,nan,,,,,1
Behind My Camel,nan,,,,,1
Hold On I'm Comin',Aretha Franklin,Love All The Hurt Away,1981-08-01,10.0,314973.0,1
One Hundred Ways - New Version,James Ingram,"Forever More (Love Songs, Hits & Duets)",1999-04-12,46.0,277213.0,1
The Dude,Quincy Jones,The Dude,1981-03-28,36.0,337600.0,1
All I Need Is You,David Sanborn,Love Songs,1995-11-10,10.0,220853.0,1
Just The Two Of Us,Nanako Matsushima,Closer,2008,0.0,87014.0,1
Winelight,nan,,,,,1
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,1980,74.0,162466.0,1
(There's) No Gettin' Over Me,Ronnie Milsap,There's No Gettin' Over Me,1981-08-01,53.0,199680.0,1
Elviras Sang,Nana Jacobi,Elvira Sange,2022-11-25,11.0,155880.0,1
Country After All These Years,Chet Atkins,,,,,1
No 9 to 5,Nanida9,No 9 to 5,2020-07-03,1.0,217051.0,1
Top Priority,NaniiBoii,Top Priority,2022-04-08,0.0,185581.0,1
The Masters V,nan,,,,,1
Don't Give Up,Andrae Crouch,,,,,1
The Lord Will Make a Way,Al Green,The Lord Will Make a Way,1980,15.0,213666.0,1
Amazing Grace,B.J. Thomas,Amazing Grace (Remastered),2010-03-23,16.0,213333.0,1
There Must Be A Better World Somewhere,B.B. King,Deuces Wild,1997-11-04,27.0,268200.0,1
Guajira Pa La Jeva,Clare Fischer,,,,,1
Sesame Country,nan,,,,,1
Rev. Du Rite,Richard Pryor,,,,,1
Donovan's Brain,Orson Welles,,,,,1
The Theme From Hill Street Blues,nan,,,,,1
Raiders Of The Lost Ark,nan,,,,,1
"Lena Horne - The Lady And Her Music, Live On Broadway",nan,,,,,1
Michael Nesmith In Elephant Parts,Michael Nesmith,,,,,1
Digital III At Montreaux,Ella Fitzgerald,,,,,1
"(Round, Round, Round) Blue Rondo a La Turk",Al Jarreau,Breakin' Away,1981,19.0,284800.0,1
Until I Met You (Corner Pocket),nan,,,,,1
Bye Bye Blackbird,nan,,,,,1
"Chick Corea & Gary Burton In Concert - Zurich, October 28, 1979",Gary Burton,,,,,1
Walk On The Water,Gerry Mulligan and His Orchestra,Walk On The Water,1991-01-01,1.0,270760.0,1
Mira las Velas del Shabbat,Nancy Santiago,Entra en Mi Reposo,2006-01-01,0.0,199493.0,1
Ai No Corrida,nan,,,,,1
A Nightingale Sang in Berkeley Square,Nancy Nelson,Sweet and Low-down,2007-07-07,0.0,340826.0,1
I Like Your Fake Rose Tattoo,Nancy Leticia,Love Dream,2015-06-24,0.0,234730.0,1
Erroll Garner - Master Of The Keyboard,nan,,,,,1
Hoagy Carmichael - From Stardust To Ole Buttermilk Sky,nan,,,,,1
El Gaucho,Nancy Bierma,I Love Being Here With You,2007-05-01,0.0,240786.0,1
Quincy Jones,nan,,,,,1
Mahler: Symphony No. 2 In C Minor,nan,,,,,1
Mahler: Symphony No. 2 In C Minor,nan,,,,,1
Janácek: From The House Of The Dead,nan,,,,,1
Haydn: The Creation,nan,,,,,1
Tchaikovsky: Piano Trio In A Minor,nan,,,,,1
Isaac Stern 60th Anniversary Celebration,nan,,,,,1
The Horowitz Concerts 1979/80,nan,,,,,1
Live From Lincoln Center - Sutherland/Horne/Pavarotti,nan,,,,,1
Isaac Stern 60th Anniversary Celebration,nan,,,,,1
James Mallinson,nan,,,,,1
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Anthology,1985,73.0,438493.0,0
Endless Love (Single),Diana Ross,,,,,0
Arthur's Theme (Best That You Can Do),Christopher Cross,Arthur - The Album [Original Soundtrack],1981,67.0,234493.0,0
(Just Like) Starting Over (Single),John Lennon,,,,,0
The Dude (Album),Quincy Jones,,,,,0
Mistaken Identity,Kim Carnes,Mistaken Identity,1981-01-01,27.0,288226.0,0
Gaucho (Album),Steely Dan,,,,,0
Breakin' Away,Al Jarreau,Original Album Series,2011,2.0,253933.0,0
Just The Two Of Us (Single),nan,,,,,0
Endless Love (Single),nan,,,,,0
Arthur's Theme (Best That You Can Do),nan,,,,,0
No 9 to 5,Nanida9,No 9 to 5,2020-07-03,1.0,217051.0,0
James Ingram,nan,,,,,0
Godzilla,Nanna,Godzilla,2023-01-13,49.0,289045.0,0
Adam And The Ants,nan,,,,,0
Luther Vandross,nan,,,,,0
Physical (Single),Olivia Newton-John,,,,,0
For Your Eyes Only - 1993 Remastered Version,Sheena Easton,The World Of Sheena Easton - The Singles,1993-06-07,22.0,180200.0,0
Bette Davis Eyes (Single),Kim Carnes,,,,,0
Angel Of The Morning - Single Version,Juice Newton,1980s Pop Rock For Kids,2022-05-09,0.0,252573.0,0
Just The Two Of Us (Track),nan,,,,,0
Just Once (Track),James Ingram,,,,,0
Double Fantasy (Track),John Lennon,,,,,0
Arthur's Theme (Best That You Can Do) (Single),Christopher Cross,,,,,0
Slow Hand (Single),nan,,,,,0
Private Eyes (Album),nan,,,,,0
Gaucho (Album),Steely Dan,,,,,0
Endless Love (Single),Diana Ross,,,,,0
Velas (Track),Quincy Jones,,,,,0
RIT (Side 2-Instrumentals) (Album),Lee Ritenour,,,,,0
Late Night Guitar (Album),Earl Klugh,,,,,0
Hooked On Classics (Single),Louis Clark,,,,,0
Who's Foolin' Who (Track),LuLu,,,,,0
Walking On Thin Ice (Single),Yoko Ono,,,,,0
Edge Of Seventeen (Track),Stevie Nicks,,,,,0
Cold Love (Track),Donna Summer,,,,,0
Young Turks (Single),Rod Stewart,,,,,0
The River (Album),Bruce Springsteen,,,,,0
Super Freak (Single),Rick James,,,,,0
Dedication (Album),Gary U.S. Bonds,,,,,0
Tattoo You (Album),nan,,,,,0
Stop Draggin' My Heart Around (Single),Stevie Nicks,,,,,0
Hi-Infidelity (Album),REO Speedwagon,,,,,0
"\""4\"" (Album)",Foreigner,,,,,0
YYZ (Track),Rush,,,,,0
Unsung Heroes (Album),nan,,,,,0
The League Of Gentlemen (Album),Robert Fripp,,,,,0
Computer World (Track),Kraftwerk,,,,,0
What Cha' Gonna Do for Me,Chaka Khan,The Studio Album Collection: 1978 - 1992,2013-07-17,12.0,235106.0,0
Stephanie (Album),Stephanie Mills,,,,,0
Razzamatazz (Track),Patti Austin,,,,,0
It Must Be Magic (Album),Teena Marie,,,,,0
Street Songs (Single),Rick James,,,,,0
"She's A Bad Mama Jama (She's Built, She's Stacked) - Single Version",Carl Carlton,Carl Carlton (Expanded Edition),1981-01-01,57.0,235933.0,0
Never Too Much (Album),Luther Vandross,,,,,0
I Can't Live Without Your Love (Single),Teddy Pendergrass,,,,,0
The Clarke/Duke Project (Album),Stanley Clarke,,,,,0
Let's Groove,nan,,,,,0
Lady (You Bring Me Up) - Single Version,Commodores,All The Great Hits,1991-01-01,11.0,242066.0,0
Black And White (Album),nan,,,,,0
"You're Welcome, Stop On By (Track)",Ahmad Jamal,,,,,0
Winds Of Change (Henka Non Nagare) (Track),Hiroshima,,,,,0
Inherit The Wind - Edited Version,Wilton Felder,The Vocal Album,1987-01-01,26.0,233106.0,0
East St. Louis Melody (Track),Noel Pointer,,,,,0
When She Was My Girl (Single),nan,,,,,0
"She's A Bad Mama Jama (She's Built, She's Stacked) (Single)",nan,,,,,0
Lady (You Bring Me Up) (Single),nan,,,,,0
