Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
Aja,Steely Dan,The Ultimate Headphone & Hi-Fi Album,2019-11-01,7.0,480466.0,0
"Gonna Fly Now (Theme From \""Rocky\"")",Maynard Ferguson,,,,,0
Star Wars Theme/Cantina Band (Single),Meco,,,,,0
Nadia's Theme (The Young And The Restless) (Album),Barry De Vorzon,,,,,0
"Gonna Fly Now - Theme From ""Rocky"" / Remastered 2006",Bill Conti,Blockbuster Movie Hits,2010-01-01,57.0,168026.0,0
Your Love Is So Good For Me (Track),Diana Ross,,,,,0
I've Got Love On My Mind (Single),Natalie Cole,,,,,0
I Believe You (Single),Dorothy Moore,,,,,0
Break It To Me Gently (Single),Aretha Franklin,,,,,0
It's Just A Matter Of Time (Track),B.B. King,,,,,0
Got To Give It Up (Part I) (Single),Marvin Gaye,,,,,0
Ain't Gonna Bump No More (With No Big Fat Woman) (Single),Joe Tex,,,,,0
A Real Mother For Ya,"Johnny ""Guitar"" Watson",A Real Mother For Ya,1977-03-11,42.0,304533.0,0
Easy - Single Version,Commodores,The Definitive Collection,2003,38.0,254760.0,0
Boogie Nights - Single Version,Heatwave,Too Hot to Handle (Expanded Edition),1977-06-27,35.0,220573.0,0
Not Askin for Much,Rufus Blaq,Total Frat Movie (Original Motion Picture Soundtrack),2016-09-09,2.0,272559.0,0
Baby Don't Change Your Mind (Track),Gladys Knight,,,,,0
Unfinished Business (Track),nan,,,,,0
More Stuff (Album),Stuff,,,,,0
Getaway (Single),nan,,,,,0
"Funky Sea, Funky Dew (Track)",Brecker Brothers,,,,,0
Easy (Single),nan,,,,,0
Don't Leave Me This Way,nan,,,,,0
Brick House,nan,,,,,0
Best Of My Love,nan,,,,,0
Reba/Lady (Album),Reba Rambo Gardner,,,,,0
"More, From The Astonishing, Outrageous, Amazing, Incredible, Unbelievable Gary S. Paxton (Album)",Gary S. Paxton,,,,,0
Mirror (Album),Evie Tornquist,,,,,0
Hart And Soul (Album),Larry Hart,,,,,0
Adam Again (Album),Michael Omartian,,,,,0
Till He Comes (Album),nan,,,,,0
Then And Now (Album),nan,,,,,0
Naturally (Album),nan,,,,,0
Cornerstone (Album),nan,,,,,0
Bill Gaither Songs (Album),Blackwood Brothers,,,,,0
More (Album),Larnelle Harris,,,,,0
He Is King (Album),Danniebelle,,,,,0
God Is Not Dead (Track),Mighty Clouds Of Joy,,,,,0
Born Again (Single),Jessy Dixon,,,,,0
The Lord Is My Life (Album),Isaac Whittmon,,,,,0
Stand Up For Jesus (Album),E. Larry McDuffie,,,,,0
Satisfaction Guaranteed (Album),Cleavant Derricks,,,,,0
I'm Just Another Soldier (Single),Five Blind Boys,,,,,0
Your Arms Too Short To Box With God (Album),nan,,,,,0
Tell All The World About Love (Album),Carol Lawrence,,,,,0
"Oh Lord, Come By Here (Track)",Quincy Jones,,,,,0
How Great Thou Art (Album),Ray Price,,,,,0
What're You Doing Tonight (Single),Janie Fricke,,,,,0
Making Believe (Single),Emmylou Harris,,,,,0
After The Lovin' (Track),Barbara Mandrell,,,,,0
(Your Love Has Lifted Me) Higher And Higher (Track),Dolly Parton,,,,,0
Mr. Bojangles - Original Mono Single Version,Jerry Jeff Walker,Mr. Bojangles,1968,14.0,226466.0,0
"Luckenbach, Texas (Single)",Waylon Jennings,,,,,0
It Was Almost Like A Song (Single),Ronnie Milsap,,,,,0
I Don't Wanna Cry (Single),Larry Gatlin,,,,,0
Y'all Come Back Saloon (Single),nan,,,,,0
The Wheel (Album),Asleep At The Wheel,,,,,0
Near You (Single),George Jones,,,,,0
Dynamic Duo (Album),Loretta Lynn,,,,,0
East Bound And Down (Track),Jerry Reed,,,,,0
Ragtime Annie (Track),Asleep At The Wheel,,,,,0
Me And My Guitar (Album),Chet Atkins,,,,,0
"Chet, Floyd And Danny (Album)",Chet Atkins,,,,,0
"Luckenbach, Texas (Single)",nan,,,,,0
Lucille,Nancy Apple and Rob McNurlin,River Road or Rail,2005-01-01,0.0,202826.0,0
It Was Almost Like A Song (Single),nan,,,,,0
Desperado (Single),nan,,,,,0
What Happened To My Blues (Album),Willie Dixon,,,,,0
Things That I Used To Do (Album),Joe Turner,,,,,0
"Right Place, Wrong Time (Album)",Otis Rush,,,,,0
Blues Hit Big Town (Album),Junior Wells,,,,,0
Tomorrow: Barretto Live (Album),Ray Barretto,,,,,0
Muy Amigos And Close Friends (Album),Eydie Gorme,,,,,0
La Leyenda (Album),Tito Puente,,,,,0
Fireworks (Album),Lalo Rodriguez,,,,,0
The Sesame Street Fairy Tale Album (Album),nan,,,,,0
Russell Hoban: The Mouse And His Child (Album),Peter Ustinov,,,,,0
Dope! The Dope King's Last Stand (Album),nan,,,,,0
A Charlie Brown Christmas (Album),Charles M. Schulz,,,,,0
"Mac the Knife (Theme From ""The Threepenny Opera"") / Percy Dovetonsils: [A] Happy Birthday to a Bookwork [B] Cowboy",Ernie Kovacs,The Ernie Kovacs Album: Centennial Edition,2019-07-19,0.0,279095.0,0
Saturday Night Live (Album),NBC Saturday Night Live Cast,,,,,0
On The Road (Album),George Carlin,,,,,0
Are You Serious??? (Album),Richard Pryor,,,,,0
The Truman Tapes (Album),Harry S. Truman,,,,,0
J.R.R. Tolkien: The Silmarillion Of Beren And Luthien (Album),Christopher Tolkien,,,,,0
For Colored Girls Who Have Considered Suicide When The Rainbow Is Enuf (Album),nan,,,,,0
Alex Haley Tells The Story Of His Search For Roots (Album),Alex Haley,,,,,0
"Roots Medley (Motherland, Roots Mural Theme)",nan,,,,,0
Gonna Fly Now (Theme From Rocky),nan,,,,,0
Bond '77/James Bond Theme (Single),nan,,,,,0
Birdland (Single),nan,,,,,0
You Light Up My Life (Album),nan,,,,,0
The Spy Who Loved Me (Album),nan,,,,,0
Rocky (Album),nan,,,,,0
A Star Is Born (Album),nan,,,,,0
Your Arms Too Short To Box With God (Album),nan,,,,,0
"Starting Here, Starting Now (Album)",nan,,,,,0
I Love My Wife (Album),nan,,,,,0
Guys And Dolls (Album),nan,,,,,0
"Ravel: Bolero/Debussy: La Mer, L'Apres-Midi D'Un Faune (Album)",nan,,,,,0
Parkening And The Guitar (Album),nan,,,,,0
Mahler: Symphony No. 9 In D Major (Album),nan,,,,,0
Haydn: Orlando Paladino (Album),nan,,,,,0
Gershwin: Porgy And Bess (Album),nan,,,,,0
Tchaikovsky: Swan Lake (Album),nan,,,,,0
Ravel's Boléro,Nando Espinosa,All Music Mix,2022-04-10,0.0,767250.0,0
Mahler: Symphony No. 3 In D Minor (Album),nan,,,,,0
Bruckner: Symphony No. 8 In C Minor (Album),nan,,,,,0
Bartók: The Wooden Prince,nan,,,,,0
Weill: Three Penny Opera (Album),nan,,,,,0
Wagner: The Flying Dutchman (Album),nan,,,,,0
Wagner: Die Meistersinger Von Nurnberg (Album),nan,,,,,0
Puccini: Tosca (Album),nan,,,,,0
Mussorgsky: Boris Godunov (Album),nan,,,,,0
Janácek: Katya Kabanova,nan,,,,,0
Haydn: Orlando Paladino (Album),nan,,,,,0
"Roussel: Psalm 80, For Tenor, Chorus And Orchestra (Album)",nan,,,,,0
Purcell: Funeral Music For Queen Mary (Album),nan,,,,,0
Dvorák: Stabat Mater,nan,,,,,0
Bruckner: Te Deum (Album),nan,,,,,0
Britten: Saint Nicholas (Album),nan,,,,,0
Berlioz: L'Enfance Du Christ (Album),nan,,,,,0
Rachmaninoff: Sonata For Cello And Piano In G Minor Op. 19-Andante/ Tchaikovsky: Trio For Piano In A Minor Op. 50 - Pezzo Elegiaco (Album),nan,,,,,0
Improvisations - West Meets East - Album 3 (Album),nan,,,,,0
"Dvorák: Quintet For Piano In A Major, Op. 81",nan,,,,,0
Dvorák: Quartets No. 8 In E Major Op. 80 And No. 10 In E Flat Major Op. 51,nan,,,,,0
Bartók: Quartets For Strings,nan,,,,,0
"A Contemporary Elizabethan Concert (Works Of Dowland, Williams, Purcell, Etc.) (Album)",nan,,,,,0
Schumann: Concerto For Cello And Orchestra In A Minor/ Bloch: Schelomo (Album),nan,,,,,0
Rachmaninoff: Concerto For Piano No. 3 In D Minor (Album),nan,,,,,0
"Elgar: Concerto For Cello, Op. 85 (Album)",nan,,,,,0
Concertos From Spain (Album),nan,,,,,0
Brahms: Concerto For Piano No. 2 In B Flat Major Op. 83 (Album),nan,,,,,0
Beethoven: Piano Concerto No. 4 In G (Album),nan,,,,,0
Beethoven: Concerti For Piano (5) (Album),nan,,,,,0
Messiaen: 20 Regards De L'Enfant Jesus (Album),nan,,,,,0
Kreisler: Itzhak Perlman Plays Fritz Kreisler - Album 2 (Album),nan,,,,,0
Granados: Goyescas (Album),nan,,,,,0
Grainger: Piano Music Of Percy Grainger (Album),nan,,,,,0
Bach: The English Suites (Complete) (Album),nan,,,,,0
Bach: Partitas For Harpsichord No. 1 In B Flat Major And No. 2 In C Minor (Album),nan,,,,,0
Shostakovich: Symphony No. 14 (Album),nan,,,,,0
Schubert On Stage (Album),nan,,,,,0
Rossini/Mozart: Opera Arias (Album),nan,,,,,0
Rachmaninoff: Songs Vol. Two (Album),nan,,,,,0
"Luciano Pavarotti - O Holy Night (O Holy Night; Sanctus/ Schubert; Ave Maria, Etc.) (Album)",nan,,,,,0
Ives: Songs (Album),nan,,,,,0
Faure: Songs (Complete) (Album),nan,,,,,0
But Yesterday Is Not Today (Album),nan,,,,,0
Mahler: Symphony No. 9 In D Major (Album),nan,,,,,0
"Mahler: Symphony No. 2 In C Minor (\""Resurrection\"") (Album)",nan,,,,,0
Gershwin: Porgy And Bess (Album),nan,,,,,0
Berlioz: L'Enfance Du Christ,nan,,,,,0
Bartók: The Wooden Prince,nan,,,,,0
This Masquerade - 2000 Remaster,George Benson,Breezin',1976,40.0,483133.0,1
Songs In The Key Of Life,Stevie Wonder,,,,,1
I Write The Songs,nan,,,,,1
Starland Vocal Band,nan,,,,,1
Leprechaun's Dream,nan,,,,,1
If You Leave Me Now,Nando Espinosa,"Best Instrumental Rock, Vol. 2",2021-12-30,0.0,193920.0,1
Afternoon Delight,nan,,,,,1
Breezin',nan,,,,,1
Chicago X,nan,,,,,1
The Changing Face Of Harlem - The Savoy Sessions,nan,,,,,1
Stevie Wonder,nan,,,,,1
Fitzgerald And Pass...Again,Ella Fitzgerald,,,,,1
Basie And Zoot,nan,,,,,1
Looking At The World,Chick Corea,The Leprechaun,1976-01-01,13.0,329200.0,1
The Single Petal Of A Rose - The Queen's Suite,Duke Ellington,The Ellington Suites,1976-01-01,43.0,244933.0,1
Hasten Down the Wind,Linda Ronstadt,Hasten Down the Wind,1976,27.0,161626.0,1
Songs In The Key Of Life,Stevie Wonder,,,,,1
If You Leave Me Now,Chicago,Chicago X,1976-06-14,71.0,235373.0,1
Breezin',George Benson,Breezin',1976,56.0,341733.0,1
Sophisticated Lady (She's A Different Lady),Natalie Cole,Natalie,1976-01-01,15.0,207866.0,1
I Wish,Stevie Wonder,Songs In The Key Of Life,1976-09-28,63.0,252373.0,1
You Don't Have to Be a Star (To Be In My Show),Marilyn McCoo,I Hope We Get To Love In Time,1976,40.0,279586.0,1
Theme from Good King Bad,George Benson,Good King Bad,1976,6.0,362693.0,1
Lowdown,nan,,,,,1
How I Got Over - Live,Mahalia Jackson,The Essential Mahalia Jackson,2004,25.0,436693.0,1
Elite Hotel,Emmylou Harris,,,,,1
(I'm A) Stand By My Woman Man,Ronnie Milsap,,,,,1
The End Is Not in Sight (The Cowboy Tune) - Remastered,Amazing Rhythm Aces,Too Stuffed to Jump,1976-04-08,45.0,230866.0,1
Chester And Lester,Chet Atkins,,,,,1
Broken Lady,nan,,,,,1
Vicitm of the System,Gary S. Paxton,"Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",1976-01-01,0.0,167226.0,1
Where The Soul Never Dies,nan,,,,,1
Mark Twang,John Hartford,,,,,1
Unfinished Masterpiece,Eddie Palmieri,,,,,1
Prokofiev: Peter And The Wolf/Saint-Saens: Carnival Of The Animals,Karl Bohm,,,,,1
Bicentennial Nigger,Richard Pryor,,,,,1
Great American Documents,Helen Hayes,,,,,1
Bellavia,nan,,,,,1
Car Wash,nan,,,,,1
Bubbling Brown Sugar,nan,,,,,1
Beethoven: The Five Piano Concertos,nan,,,,,1
Strauss: Also Sprach Zarathustra,nan,,,,,1
Gershwin: Porgy And Bess,nan,,,,,1
Rachmaninoff: The Bells,nan,,,,,1
The Art Of Courtly Love,nan,,,,,1
Beethoven: The Five Piano Concertos,nan,,,,,1
Horowitz Concerts 1975/76,nan,,,,,1
Herbert: Music Of Victor Herbert,nan,,,,,1
Gershwin: Rhapsody In Blue,nan,,,,,1
If You Leave Me Now (Single),Chicago,,,,,0
I Write the Songs - Single Edit,Barry Manilow,The Essential Barry Manilow,2005-04-26,24.0,234546.0,0
Afternoon Delight,Starland Vocal Band,Starland Vocal Band,1976-07-01,60.0,193040.0,0
50 Ways To Leave Your Lover (Single),Paul Simon,,,,,0
Silk Degrees (Album),Boz Scaggs,,,,,0
Frampton Comes Alive,Peter Frampton,,,,,0
Chicago X (Album),Chicago,,,,,0
Breezin',George Benson,The 70s Album,2020-02-14,0.0,341773.0,0
This Masquerade,Nando Ciancio,Sax My Love,2010,0.0,287200.0,0
The Wreck Of The Edmund Fitzgerald (Single),nan,,,,,0
Breaking Up Is Hard To Do (Single),nan,,,,,0
Afternoon Delight,nan,,,,,0
Brothers Johnson,nan,,,,,0
Trot Trot to Boston (Vocal),Nancy Gair,"If You're Happy and You Know It, Sing With Me! Circle Time Songs With Nancy G! (feat. Doug Hammer)",2015-12-02,5.0,71701.0,0
Wild Cherry,nan,,,,,0
"Dr. Buzzard's Original \""Savannah\"" Band",nan,,,,,0
Westchester Lady,nan,,,,,0
The Disaster Movie Suite,nan,,,,,0
Saudades Do Brazil,Nancy Teskey & Carol Biel,Danza Del Sol: Latin Adventures For Flute And Piano,2004-11-08,0.0,288333.0,0
Life Is Just a Game,NANASHI,Life Is Just a Game,2019-07-30,0.0,206288.0,0
Sentimental journey,Nanahoshi Orchestra,Power D-word World,2017-11-12,2.0,254752.0,0
Let 'em In (Single),nan,,,,,0
On Green Dolphin Street,Nancy Wilson,Believe - All Night Long,2022-11-28,8.0,143200.0,0
Boto (Porpoise),nan,,,,,0
I Get Along Without You Very Well,Nancy Harrow,Partners,2018-06-15,0.0,168653.0,0
Can't Hide Love,nan,,,,,0
Bohemian Rhapsody,nan,,,,,0
Ain't Misbehavin',nan,,,,,0
The King James Version (Album),nan,,,,,0
The Dream Weaver (Album),nan,,,,,0
Tales Of Mystery And Imagination- Edgar Allan Poe (Album),nan,,,,,0
Somewhere I've Never Travelled (Album),nan,,,,,0
The End Of The Beginning (Album),nan,,,,,0
Silk Degrees (Album),nan,,,,,0
"Schumann: Sym. No. 1 In B-Flat, Op. 38/ Manfred: Overture, Op. 115 (Album)",nan,,,,,0
Presence (Album),nan,,,,,0
Mirrors (Album),nan,,,,,0
Coney Island Baby (Album),nan,,,,,0
Bellavia (Album),nan,,,,,0
"The Complete Tommy Dorsey, Volume 1/1935 (Album)",nan,,,,,0
The Blue Sky Boys (Bill And Earl Bolick) (Album),nan,,,,,0
Caruso - A Legendary Performer (Album),nan,,,,,0
Beethoven: The Five Piano Concertos (Album),nan,,,,,0
"Kenny Gamble, Leon Huff (producers)",nan,,,,,0
Joe Wissert (producer),nan,,,,,0
Lenny Waronker (producer),nan,,,,,0
Richard Perry (producer),nan,,,,,0
Where Is Love? (Album),Irene Kral,,,,,0
Quire (Album),Quire,,,,,0
Porgy And Bess (Album),Ray Charles,,,,,0
More Sarah Vaughan Live In Japan (Album),Sarah Vaughan,,,,,0
Works Of Art (Album),nan,,,,,0
The New Phil Woods Album (Album),nan,,,,,0
Donna Lee (Track),nan,,,,,0
Commitment (Album),nan,,,,,0
Clark Terry And His Jolly Giants (Album),nan,,,,,0
The Paul Desmond Quartet Live (Album),nan,,,,,0
Since We Met (Album),nan,,,,,0
Jaco Pastorius (Album),Jaco Pastorius,,,,,0
Basie And Zoot (Album),Count Basie,,,,,0
The New Phil Woods Album (Album),Phil Woods,,,,,0
New Life (Album),Thad Jones,,,,,0
Long Yellow Road (Album),nan,,,,,0
Afro-Cuban Jazz Moods (Album),Dizzy Gillespie,,,,,0
Turn the Beat Around - Single Version,Vicki Sue Robinson,Radio Hits Of the '70s,1972,40.0,252373.0,0
The Hissing Of Summer Lawns (Album),Joni Mitchell,,,,,0
Natalie (Album),Natalie Cole,,,,,0
"Here, There And Everywhere (Track)",Emmylou Harris,,,,,0
You'll Never Find Another Love Like Mine (Single),Lou Rawls,,,,,0
This Masquerade (Track),George Benson,,,,,0
The Wreck of the Edmund Fitzgerald - Single Version,Gordon Lightfoot,The Wreck of the Edmund Fitzgerald / The House You Live In,1976,34.0,357973.0,0
Silk Degrees (Album),Boz Scaggs,,,,,0
I'd Really Like To See You Tonight (Single),England Dan,,,,,0
Don't Go Breaking My Heart (Single),Elton John,,,,,0
Bohemian Rhapsody (Single),Queen,,,,,0
Afternoon Delight (Single),Starland Vocal Band,,,,,0
Wired (Album),Jeff Beck,,,,,0
Contusion (Track),Stevie Wonder,,,,,0
Back To Back (Album),nan,,,,,0
A Fifth Of Beethoven (Single),Walter Murphy,,,,,0
Something He Can Feel (Single),Aretha Franklin,,,,,0
Misty Blue (Single),Dorothy Moore,,,,,0
Love Hangover - Single Version,Diana Ross,Diana Ross (Expanded Edition),1976-02-10,37.0,229373.0,0
Lean On Me (Single),Melba Moore,,,,,0
Lowdown - Single Version,Boz Scaggs,Pop Music: The Modern Era 1976-1999,1999-10-11,14.0,196133.0,0
I Want You (Album),Marvin Gaye,,,,,0
"I Need You, You Need Me (Single)",Joe Simon,,,,,0
Groovy People (Track),Lou Rawls,,,,,0
Disco Lady - Single Version,Johnnie Taylor,Super Hits,1976,10.0,267160.0,0
Rubberband Man (Single),nan,,,,,0
Play That Funky Music (Track),Wild Cherry,,,,,0
Gratitude,Nandin,Reiki Meditations,2016-05-06,6.0,309000.0,0
"(Shake, Shake, Shake) Shake Your Booty (Single)",nan,,,,,0
Keep That Same Old Feeling (Album),nan,,,,,0
Hope That We Can Be Together Soon (Single),Stanley Turrentine,,,,,0
Doin' It (Single),Herbie Hancock,,,,,0
Brass Construction (Album),nan,,,,,0
After The Dance (Track),Marvin Gaye,,,,,0
Misty Blue,nan,,,,,0
Love Hangover (Single),nan,,,,,0
Disco Lady,nan,,,,,0
"(Shake, Shake, Shake) Shake Your Booty (Single)",nan,,,,,0
War On Sin (Album),Inez Andrews,,,,,0
Touch Me - Volume II (Album),James Cleveland,,,,,0
This Is Another Day (Album),Andrae Crouch,,,,,0
Give It To Me (Album),James Cleveland,,,,,0
Tonite! At The Capri Lounge Loretta Haggers (Album),Mary Kay Place,,,,,0
I'll Get Over You (Single),Crystal Gayle,,,,,0
All I Can Do (Album),Dolly Parton,,,,,0
'Til I Can Make It On My Own - Single Version,Tammy Wynette,Tears Of Fire: The 25th Anniversary Collection,1964,30.0,181933.0,0
I'd Have To Be Crazy (Single),Willie Nelson,,,,,0
Forever Lovers (Album),Mac Davis,,,,,0
Broken Lady (Single),Larry Gatlin,,,,,0
Are You Ready For The Country (Album),Waylon Jennings,,,,,0
Your Picture In The Paper (Single),nan,,,,,0
The Letter - Single Version,Loretta Lynn,The Definitive Collection,2005-01-01,19.0,172426.0,0
Route 66 (Single),Asleep At The Wheel,,,,,0
Golden Ring (Single),George Jones,,,,,0
Texas (Album),Danny Davis,,,,,0
Long Hard Ride (Single),Marshall Tucker Band,,,,,0
I'm Thinking Tonight Of My Blue Eyes (Single),Floyd Cramer,,,,,0
