Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
If I Had a Hammer (The Hammer Song),Nanci Griffith,Other Voices Too ( A Trip Back To Bountiful),1998-07-17,5.0,169666.0,1
Great Songs Of Love And Faith,Mahalia Jackson,,,,,1
Robert Goulet,nan,,,,,1
What Kind of Fool Am I - Single Version,Sammy Davis Jr.,The Essentials: Sammy Davis Jr.,2002,12.0,203313.0,0
Ramblin' Rose - 2003 Digital Remaster; 24 Bit Mastering,Nat King Cole,The Classic Singles,2003-01-01,3.0,169093.0,0
I Can't Stop Loving You (Single),Ray Charles,,,,,0
Fly Me To The Moon Bossa Nova (Single),Joe Harnell,,,,,0
Desafinado - Single Version,Stan Getz,Jazz Number 1's,2007-04-03,16.0,120826.0,0
"My Son, The Folk Singer (Album)",Allan Sherman,,,,,0
"Modern Sounds In Country And Western Music, Vol. I (Album)",Ray Charles,,,,,0
Jazz Samba (Album),Stan Getz,,,,,0
I Left My Heart In San Francisco (Album),Tony Bennett,,,,,0
The Heifetz-Piatigorsky Concerts (Album),nan,,,,,0
Stravinsky: The Firebird Ballet (Album),nan,,,,,0
Mahler: Symphony No. 9 In D Minor (Album),nan,,,,,0
Bach: St. Matthew Passion (Album),nan,,,,,0
The Sweetest Sounds (Single),nan,,,,,0
My Coloring Book (Single),nan,,,,,0
I Left My Heart In San Francisco (Single),nan,,,,,0
As Long As He Needs Me,Nancy Wilson,Broadway - My Way,1963-01-01,7.0,150440.0,0
Walk On The Wild Side,Nancy Sinatra,How Does It Feel?,1999-03-16,3.0,193956.0,0
The Stripper (Album),nan,,,,,0
Stranger On The Shore,nan,,,,,0
Route 66 Theme (Album),nan,,,,,0
Baby Elephant Walk - Remastered,Nuts Nana,Tokyo Kikanbo Daughter / Baby Elephant Walk,1961-01-12,0.0,146126.0,0
Slightly Out Of Tune (Desafinado) (Single),Pat Thomas,,,,,0
No Strings (Album),Diahann Carroll,,,,,0
My Coloring Book (Single),Sandy Stewart,,,,,0
Love Letters (Album),Ketty Lester,,,,,0
Lena...Lovely And Alive (Album),Lena Horne,,,,,0
I'm A Woman (Single),Peggy Lee,,,,,0
What Kind Of Fool Am I? - 2000 Digital Remaster,Nancy Wilson,"Today, Tomorrow, Forever",2000-01-01,4.0,131000.0,0
What Kind Of Fool Am I (Single),Anthony Newley,,,,,0
I Can't Stop Loving You (Album),Ray Charles,,,,,0
Comin' Home Baby (Album),Mel Tormé,,,,,0
Somewhere - Oscar Peterson Trio - West Side Story,Oscar Peterson Trio,West Side Story: Jazz Impressions/Unique Perspectives,2015-01-19,0.0,335866.0,0
Viva Bossa Nova!,Laurindo Almeida,,,,,0
Undercurrent (Single),Bill Evans,,,,,0
Tijuana Moods,Charlie Mingus,,,,,0
"Nat \""King\"" Cole Sings, George Shearing Plays (Album)",nan,,,,,0
A Taste of Honey,Eddie Cano,Danke Schoen,1963,0.0,219280.0,0
Walk On The Wild Side,Jimmy Smith,Bashin' - The Unpredictable Jimmy Smith (Expanded Edition),1962-01-01,23.0,355226.0,0
Blues In The Dark,Count Basie,Black Legends Of Jazz,1994-11-08,2.0,185426.0,0
Miles Davis At Carnegie Hall,Miles Davis,,,,,0
First Time! (Album),nan,,,,,0
Carnegie Hall Concert (Album),Dizzy Gillespie,,,,,0
Big Band Bossa Nova,Gary McFarland,,,,,0
Tunisian Fantasy,nan,,,,,0
Tijuana Moods (Single),nan,,,,,0
The Sounds Of Hatari,nan,,,,,0
Quintessence,nan,,,,,0
Focus (Single),nan,,,,,0
Desmond Blue,nan,,,,,0
Big Band Bossa Nova,Quincy Jones,,,,,0
Viva Bossa Nova! (Album),Laurindo Almeida,,,,,0
The Stripper (Album),Dave Rose,,,,,0
Jazz Pops (Single),Neal Hefti,,,,,0
Big Band Bossa Nova,Stan Getz,,,,,0
Walk On The Wild Side (Album),Elmer Bernstein,,,,,0
Stranger On The Shore,Acker Bilk,Instrumental Classics,2021-10-22,36.0,176333.0,0
Hoedown! (Album),Felix Slatkin,,,,,0
"Theme from ""Hatari!""",Henry Mancini,Hatari!,1962,20.0,174506.0,0
The Stripper (Album),nan,,,,,0
Sensuous Strings Of Robert Farnon,nan,,,,,0
Route 66 Theme (Album),nan,,,,,0
Quintessence,nan,,,,,0
Focus (Single),nan,,,,,0
Fly Me To The Moon Bossa Nova,nan,,,,,0
What Kind Of Fool Am I? - 2000 Digital Remaster,Nancy Wilson,"Today, Tomorrow, Forever",2000-01-01,4.0,131000.0,0
My Ship (Single),nan,,,,,0
Joao Gilberto (Single),nan,,,,,0
I Can't Stop Loving You - Remastered,Nancy Wilson,"Today, Tomorrow, Forever",2000-01-01,4.0,157026.0,0
Go Away Little Girl (Single),nan,,,,,0
Born to Lose,Super Nike Nando,Love Day,2016-11-14,0.0,158824.0,0
Through Children's Eyes,nan,,,,,0
The Swingers,nan,,,,,0
The Hi-Lo's Happen To Folk Songs,nan,,,,,0
A Song For Young Love,nan,,,,,0
The Waring Blend (Album),Fred Waring,,,,,0
Great Band With Great Voices Swing The Great Voices Of The Great Band,nan,,,,,0
Consider Yourself,nan,,,,,0
A Choral Spectacular (Album),nan,,,,,0
Stop The World - I Want To Get Off (Album),nan,,,,,0
Oliver! (Album),nan,,,,,0
Beyond The Fringe (Album),nan,,,,,0
A Funny Thing Happened On The Way To The Forum (Album),nan,,,,,0
"R. Strauss: Also Sprach Zarathustra, Op. 30 (Album)",nan,,,,,0
Mahler: Symphony No. 9 In D Minor (Album),nan,,,,,0
Mahler: Symphony No. 3 In D Minor (Album),nan,,,,,0
Bruckner: Symphony No. 7 In E Major (Album),nan,,,,,0
The Intimate Bach (Album),nan,,,,,0
Rubinstein And Szeryng -- Brahms: Sonata No. 1/ Beethoven: Sonata No. 8 (Album),nan,,,,,0
Beethoven: The Late Quartets (Album),nan,,,,,0
Bartók: Complete Quartets,nan,,,,,0
Bach: Sonatas For Violin And Harpsichord (Album),nan,,,,,0
Rachmaninoff: Concerto No. 2 In C Minor For Piano (Album),nan,,,,,0
Liszt: Concertos 1 And 2 For Piano And Orchestra (Album),nan,,,,,0
Bruch: Scottish Fantasy For Violin And Orchestra/Vieuxtemps: Concerto No. 5 For Violin (Album),nan,,,,,0
Brahms: Concerto In D For Violin (Album),nan,,,,,0
The Art Of Leon Goossens (Album),nan,,,,,0
Highlights Of Rubinstein At Carnegie Hall (Album),nan,,,,,0
French Piano Music - Four Hands (Album),nan,,,,,0
Beethoven: Piano Sonata No. 22 (Album),nan,,,,,0
Five Pieces From PLATERO AND I (Album),nan,,,,,0
Bach: The Six Sonatas And Partitas For Violin Unaccompanied (Album),nan,,,,,0
"Bach: The Art Of The Fugue, Vol. 1 (Album)",nan,,,,,0
Wagner: Die Walkuere (Album),nan,,,,,0
R. Strauss: Salome (Album),nan,,,,,0
Puccini: La Boheme (Album),nan,,,,,0
Bizet: The Pearl Fishers (Album),nan,,,,,0
Beethoven: Fidelio (Album),nan,,,,,0
"Prokofiev: Alexander Nevsky, Op. 78 (Album)",nan,,,,,0
Mahler: Symphony No. 3 In D Minor (Album),nan,,,,,0
Honegger: King David (Le Roi David) (Album),nan,,,,,0
Faure: Requiem,nan,,,,,0
Berlioz: Romeo Et Juliet (Album),nan,,,,,0
Spanish Songs Of The 20th Century (Album),nan,,,,,0
Schubert: Die Schone Mullerin (Album),nan,,,,,0
R. Strauss: Salome,nan,,,,,0
Great Arias From French Opera (Album),nan,,,,,0
Foss: Time Cycle (Album),nan,,,,,0
Time Cycle (Album),nan,,,,,0
Symphony No.2: The False Benediction,Richard Nanes,"London Philharmonic Orchestra--Symphony No.1- Atlantis the Sunken City, Symphony No.2- The False Benediction",1995,0.0,1731760.0,0
We Are One - Ole Ola World Cup Song,Nancy Lestwer,"Gym Music Motivation Songs: Best Songs of Electro Pop, Dance, EDM, Latino & Disco",2014-05-20,10.0,226893.0,0
Noye's Fludde,nan,,,,,0
Copland: Connotations For Orchestra,nan,,,,,0
Varese: Arcana,nan,,,,,0
Prokofiev: Concerto No. 3 For Piano/Rachmaninoff: Concerto No. 1 For Piano (Album),nan,,,,,0
Mahler: Symphony No. 9 In D Minor (Album),nan,,,,,0
Mahler: Symphony No. 3 In D Minor (Album),nan,,,,,0
Holst: The Planets (Album),nan,,,,,0
Copland: Billy The Kid/Appalachian Spring (Album),nan,,,,,0
Columbia Records Presents VLADIMIR HOROWITZ (Album),nan,,,,,0
Wagner: Prelude And Love Death/R. Strauss: Death And Transfiguration (Album),nan,,,,,0
Otto Klemperer Conducts (Weill: Three Penny Opera Suite And Others) (Album),nan,,,,,0
Faure: Requiem (Album),nan,,,,,0
Beethoven: Fidelio (Album),nan,,,,,0
Bartók: The Miraculous Mandarin/Shostakovich: The Age Of Gold,nan,,,,,0
Nichols And May Examine Doctors (Album),Mike Nichols,,,,,0
"My Son, The Folk Singer (Album)",Allan Sherman,,,,,0
Beyond The Fringe (Album),Alan Bennett,,,,,0
"Another Day, Another World",Jonathan Winters,,,,,0
This Is My Beloved (Album),Laurence Harvey,,,,,0
Six Million Accuse (Album),Yehuda Lev,,,,,0
Sir Michael Redgrave Reads Chekov Stories (Album),Michael Redgrave,,,,,0
Mama Sang A Song,Stan Kenton,,,,,0
First Performance: Lincoln Center For The Performing Arts (Album),Leonard Bernstein,,,,,0
Enoch Arden (Music By R. Strauss/Poem By Alfred Tennyson) (Album),Glenn Gould,,,,,0
Carl Sandburg Reading His Poetry (Album),Carl Sandburg,,,,,0
Stereo Spectacular (Album),nan,,,,,0
Route 66 Theme,nan,,,,,0
Jonah Jones And Glen Gray,nan,,,,,0
I Can't Stop Loving You - Remastered,Nancy Wilson,"Today, Tomorrow, Forever",2000-01-01,4.0,157026.0,0
Great Band With Great Voices Swing The Great Voices Of The Great Bands (Album),nan,,,,,0
Adventures In Jazz (Album),nan,,,,,0
The First Family (Album),nan,,,,,0
The Chipmunk Songbook,nan,,,,,0
"Pepino, The Italian Mouse (Album)",nan,,,,,0
"My Son, The Folk Singer (Album)",nan,,,,,0
The Great Years (Album),nan,,,,,0
The First Family (Album),nan,,,,,0
The Comedy (Album),nan,,,,,0
Potpourri Par Piaf (Album),nan,,,,,0
"My Son, The Folk Singer (Album)",nan,,,,,0
Lonely Woman (Album),nan,,,,,0
Jazz Samba (Album),nan,,,,,0
"You Read To Me, I'll Read To You",John Ciardi,,,,,0
Through Children's Eyes,nan,,,,,0
The Chipmunk Songbook,nan,,,,,0
The Cat Who Walked By Herself (Album),Boris Karloff,,,,,0
Shari In Storyland (Album),Shari Lewis,,,,,0
Grimm's Fairy Tales (Album),Danny Kaye,,,,,0
You Beat Me To The Punch - Stereo Version,Mary Wells,The One Who Really Loves You,1962,49.0,165333.0,0
Up On The Roof,nan,,,,,0
Twistin' the Night Away,Sam Cooke,Twistin' the Night Away,1962-04,59.0,159853.0,0
Breaking Up Is Hard to Do,Neil Sedaka,Circulate (Expanded Edition),1960-12-30,54.0,139200.0,0
Big Girls Don't Cry,Frankie Valli & The Four Seasons,Sherry and 11 Other Hits,1962-10-01,56.0,148013.0,0
Wolverton Mountain,Claude King,Columbia Country Classics Volume 3: Americana,1954,38.0,177573.0,0
She Thinks I Still Care,George Jones,The New Favorites Of George Jones,1962-01-01,48.0,154800.0,0
P.T. 109 (Single),Jimmy Dean,,,,,0
It Keeps Right on A-Hurtin',Johnny Tillotson,Words & Music,1959,26.0,169573.0,0
Devil Woman,Marty Robbins,The Essential Marty Robbins 1951-1982,1976,42.0,170560.0,0
What'd I Say,Bobby Darin,,,,,0
Nut Rocker,nan,,,,,0
The Loco-Motion - Single Version,Little Eva,The Dimension Dolls,1963,44.0,148626.0,0
Comin' Home Baby,Mel Tormé,Comin' Home Baby,2005-02-08,55.0,165360.0,0
Bring It On Home to Me,Sam Cooke,The Best of Sam Cooke,1962,61.0,164252.0,0
Michael Row the Boat Ashore,Harry Belafonte,The Midnight Special,1962-03-23,3.0,235800.0,0
The Ballad Of Jed Clampett,nan,,,,,0
Something Special,nan,,,,,0
Presenting The New Christy Minstrels,nan,,,,,0
Joan Baez In Concert (Album),Joan Baez,,,,,0
Bob Dylan's Dream,Bob Dylan,The Freewheelin' Bob Dylan,1963-05-27,38.0,300106.0,0
I Love To Tell The Story,Tennessee Ernie Ford,,,,,0
Hymns At Sunset,Ralph Carmichael,,,,,0
Black Nativity,Alex Bradford,,,,,0
Save Your Love For Me,Nancy Wilson,Nancy Wilson/Cannonball Adderley,1962,47.0,164866.0,0
Marian Anderson-He's Got The Whole World In His Hands And 18 Other Spirituals,Marian Anderson,,,,,0
Inspiration - Great Music For Chorus And Orchestra (Album),Leopold Stokowski,,,,,0
Four Seasons,Nancy McI McCabe,Make Your Own Sunshine: Music for Children,2018-08-30,0.0,235075.0,0
Allan Sherman,nan,,,,,0
"Peter, Paul and Mary",nan,,,,,0
Vaughn Meader,nan,,,,,0
The New Christy Minstrels,nan,,,,,0
Moon River(Vocal Audrey Hepburn),Henry Mancini,Breakfast At Tiffany's (50th Anniversary Edition),1961,54.0,125585.0,1
Judy At Carnegie Hall,Judy Garland,,,,,1
Stravinsky Conducts 1960: Le Sacre Du Printemps; Petrouchka,nan,,,,,1
Moon River,Nancy LaMott,Come Rain or Come Shine,2005-01-01,15.0,187431.0,1
African Waltz,nan,,,,,1
Judy At Carnegie Hall,Judy Garland,,,,,1
Lollipops And Roses,Jack Jones,Greatest Hits: Jack Jones,1995-01-01,29.0,246093.0,1
Andre Previn Plays Harold Arlen,Andre Previn,,,,,1
Prologue - Stan Kenton's West Side Story,Stan Kenton Band,West Side Story: Jazz Impressions/Unique Perspectives,2015-01-19,0.0,244560.0,1
African Waltz,nan,,,,,1
Up A Lazy River,Si Zentner,"Big Band Plays The Big Hits, Vol. 1",1961-01-01,27.0,124866.0,1
"Moon River - From ""Breakfast At Tiffanys""",Henry Mancini,The Third Man - Cinema Gala,1988-01-01,42.0,160000.0,1
Moon River,Nancy LaMott,Come Rain or Come Shine,2005-01-01,15.0,187431.0,1
Flying High,Nancy Wilson,I've Never Been To Me,1977-06-01,1.0,229106.0,1
Great Band With Great Voices,nan,,,,,1
Breakfast At Tiffany's,nan,,,,,1
West Side Story,La Marimba De Zeferino Nandayapa,20 Grandes Temas de la Pantalla,2018-01-20,0.0,353373.0,1
How To Succeed In Business Without Really Trying,nan,,,,,1
An Evening With Mike Nichols And Elaine May,Mike Nichols,,,,,1
Humor in Music - Remastered 2013,Leonard Bernstein,Humor in Music,1961,0.0,1790706.0,1
Judy At Carnegie Hall,nan,,,,,1
Stan Freberg Presents The United States Of America,nan,,,,,1
Judy At Carnegie Hall,nan,,,,,1
Prokofiev: Peter And The Wolf,Leonard Bernstein,,,,,1
Let's Twist Again,Chubby Checker,It's Pony Time/Let's Twist Again,1961-01-01,65.0,137360.0,1
Big Bad John,Jimmy Dean,The Best Of Jimmy Dean,1961,50.0,182560.0,1
Hit the Road Jack,Ray Charles,True Genius,2021-09-10,68.0,119880.0,1
Belafonte Folk Singers At Home And Abroad,Belafonte Folk Singers,,,,,1
Everytime I Feel the Spirit I Pray,Mahalia Jackson,Everytime I Feel the Spirit,1961,12.0,221028.0,1
Peter Nero,nan,,,,,1
Ravel: Daphnis Et Chloe,nan,,,,,1
"Beethoven: Serenade, Op. 8/Kodaly: Duo For Violin And Cello, Op. 7",nan,,,,,1
Bartók: Violin Concerto No. 1,nan,,,,,1
Reverie For Spanish Guitar,nan,,,,,1
Puccini: Madame Butterfly,nan,,,,,1
Bach: B Minor Mass,nan,,,,,1
The Art Of The Prima Donna,nan,,,,,1
Stravinsky: Movements For Piano And Orchestra,nan,,,,,1
Almeida: Discantus,nan,,,,,1
Ravel: Daphnis Et Chloe,nan,,,,,1
Puccini: Madame Butterfly,nan,,,,,1
Up A Lazy River,Si Zentner,"Big Band Plays The Big Hits, Vol. 1",1961-01-01,27.0,124866.0,0
The Second Time Around (Single),Frank Sinatra,,,,,0
Take Five,The Dave Brubeck Quartet,Time Out,1959-12-14,63.0,324133.0,0
Big Bad John (Single),Jimmy Dean,,,,,0
West Side Story (Motion Picture Soundtrack) (Album),John Green,,,,,0
"The Nat \""King\"" Cole Story (Album)","Nat ""King"" Cole",,,,,0
Great Band With Great Voices (Album),Si Zentner,,,,,0
Genius + Soul = Jazz (Album),Ray Charles,,,,,0
"Moon River, from ""Breakfast At Tiffany's""/Piano Concerto No. 2, 1st Movement",Henry Mancini,The Movie Album (Classical Pictures),1996-01-01,2.0,295133.0,0
The Art Of The Prima Donna (Album),nan,,,,,0
Reverie For Spanish Guitar (Album),nan,,,,,0
Brahms: Symphony No. 2 (Album),nan,,,,,0
Bloch: Sacred Service (Album),nan,,,,,0
Make Someone Happy,Nancy Wilson,Broadway - My Way,1963-01-01,3.0,198400.0,0
Lollipops And Roses,nan,,,,,0
Big Bad John (Single),nan,,,,,0
A Little Bitty Tear,nan,,,,,0
Theme From Carnival,nan,,,,,0
The Guns Of Navarone (Motion Picture) (Album),nan,,,,,0
Paris Blues,nan,,,,,0
La Dolce Vita,nan,,,,,0
The Essential Billie Holiday (Carnegie Hall Concert) (Album),Billie Holiday,,,,,0
Mr. Paganini (Album),Ella Fitzgerald,,,,,0
Lena At The Sands (Album),Lena Horne,,,,,0
Basin Street East (Album),Peggy Lee,,,,,0
Portrait Of My Love (Single),Steve Lawrence,,,,,0
Danny Boy - Single Version,Andy Williams,16 Most Requested Songs,1986-07-11,14.0,174733.0,0
Big Bad John (Single),Jimmy Dean,,,,,0
A Little Bitty Tear - Single Version,Burl Ives,A Little Bitty Tear,1994-01-01,16.0,125400.0,0
Stompin' At The Savoy,Al Hirt,The Greatest Horn In The World,2011-12-25,1.0,157977.0,0
Bluesology - European Concert Version,The Modern Jazz Quartet,European Concert,2005-10-18,5.0,279373.0,0
Dreamstreet,Erroll Garner,Playin Piano,1950,0.0,199343.0,0
Bill Evans At The Village Vanguard (Album),nan,,,,,0
Out Of The Cool,Gil Evans,,,,,0
Gillespiana (Album),Dizzy Gillespie,,,,,0
Basie - 2007 Remaster,Count Basie,Basie At Birdland,2004-11-10,3.0,203773.0,0
A Touch of Elegance,André Previn,A Touch Of Elegance,1994-05-24,6.0,195800.0,0
Unsquare Dance,nan,,,,,0
Perceptions (Single),nan,,,,,0
Gillespiana (Album),nan,,,,,0
A Touch Of Elegance (Single),nan,,,,,0
Get Me to the Church On Time,Les Brown & His Band Of Renown,The Lerner and Loewe Bandbook,1961-04-01,1.0,156906.0,0
Shall We Swing?,Billy May,,,,,0
Mr. Lucky (Goes Latin),Henry Mancini,Mr. Lucky Goes Latin,1961-01-01,23.0,134320.0,0
Love Is Here To Stay,Quincy Jones,I Dig Dancers,1960-01-01,2.0,194546.0,0
Calcutta,Lawrence Welk,The World's Finest Music,1957-12-24,29.0,135533.0,0
Prologue - Stan Kenton's West Side Story,Stan Kenton Band,West Side Story: Jazz Impressions/Unique Perspectives,2015-01-19,0.0,244560.0,0
Stompin' At The Savoy,Al Hirt,The Greatest Horn In The World,2011-12-25,1.0,157977.0,0
A Touch of Elegance,André Previn,A Touch Of Elegance,1994-05-24,6.0,195800.0,0
A Concert In Jazz,Gerry Mulligan,,,,,0
Up A Lazy River (Single),nan,,,,,0
Perceptions (Single),nan,,,,,0
New Piano In Town,nan,,,,,0
All About Rosie,nan,,,,,0
Voices In Fun (Album),nan,,,,,0
The Way You Look Tonight,Nancy Gilliland,Isn't It Romantic?,2007-09-18,0.0,282520.0,0
The Slightly Fabulous Limeliters (Album),nan,,,,,0
As Close As You Can,Nanne Emelie,Once Upon A Town,2011-05-09,0.0,195600.0,0
This Is Norman Luboff (Album),nan,,,,,0
"Hey, Look Me Over",Pete King,,,,,0
Belafonte Folk Singers At Home And Abroad (Album),Belafonte Folk Singers,,,,,0
A Song At Twilight (Album),nan,,,,,0
The Guns Of Navarone (Motion Picture) (Album),nan,,,,,0
Paris Blues (Motion Picture) (Album),nan,,,,,0
La Dolce Vita (Motion Picture),nan,,,,,0
Checkmate,Nando Keers,Checkmate,2019-02-18,0.0,224048.0,0
Parent Trap (Motion Picture) (Album),nan,,,,,0
Flower Drum Song (Motion Picture) (Album),nan,,,,,0
Blue Hawaii (Motion Picture) (Album),nan,,,,,0
Babes In Toyland (Motion Picture) (Album),nan,,,,,0
Wildcat (Album),nan,,,,,0
Milk And Honey (Album),nan,,,,,0
Do Re Mi (Album),nan,,,,,0
Carnivalalc.,Shirou Nanao,Actors -Extra Edition- Best,2015-03-18,0.0,237212.0,0
Stan Freberg Presents The United States Of America (Album),Stan Freberg,,,,,0
Jose Jimenez The Astronaut,Bill Dana,,,,,0
Here's Jonathan,Jonathan Winters,,,,,0
2001 Years With Carl Reiner And Mel Brooks (Album),Carl Reiner,,,,,0
"Wisdom, Vol. 1",nan,,,,,0
The World Of Dorothy Parker (Album),Dorothy Parker,,,,,0
The Coming Of Christ (Album),Alexander Scourby,,,,,0
More Of Hal Holbrook In Mark Twain Tonight! (Album),Hal Holbrook,,,,,0
Stereo 35/MM,nan,,,,,0
Great Band With Great Voices,nan,,,,,0
Cozy Rain,Nancy Wilson,Baby Guitars,2009,5.0,227184.0,0
Breakfast At Tiffany's (Album),nan,,,,,0
"X-15 And Other Sounds Of Rockets, Missiles And Jets",nan,,,,,0
The Soupy Sales Show,nan,,,,,0
The Alvin Show,nan,,,,,0
Cartoons In Stereo (Album),nan,,,,,0
New Orleans - The Living Legend (Album),nan,,,,,0
Jackie's Bag,nan,,,,,0
Breakfast At Tiffany's (Album),nan,,,,,0
A Touch Of Elegance,nan,,,,,0
Young Abe Lincoln (Album),nan,,,,,0
The Soupy Sales Show (Album),Soupy Sales,,,,,0
Golden Treasury Of Great Music And Literature (Album),nan,,,,,0
101 Dalmations (Album),nan,,,,,0
The Lion Sleeps Tonight,nan,,,,,0
It's Gonna Work out Fine,Tina Turner,What's Love Got to Do with It?,1993,27.0,170600.0,0
I Like It Like That (Single),Chris Kenner,,,,,0
Goodbye Cruel World,James Darren,Sings For All Sizes,1962,17.0,146720.0,0
Walk On By,Leroy Van Dyke,Walk On By,1995-01-01,43.0,144200.0,0
Hillbilly Heaven,Tex Ritter,Tex Ritter,2010-01-01,10.0,202480.0,0
Hello Walls,Faron Young,The Complete Capitol Hits Of Faron Young,2000-01-01,50.0,146840.0,0
A Little Bitty Tear - Single Version,Burl Ives,A Little Bitty Tear,1994-01-01,16.0,125400.0,0
Saved,LaVerne Baker,,,,,0
Mother-In-Law - Remastered,Ernie K-Doe,Mother-In-Law,1962-01-30,35.0,151160.0,0
Fool That I Am,Etta James,The Second Time Around,1961,44.0,177200.0,0
"Bright Lights, Big City",Jimmy Reed,Mr. Luck: The Complete Vee-Jay Singles,2017-08-04,40.0,169253.0,0
The Slightly Fabulous Limeliters,nan,,,,,0
The Juice Of The Barley,The Clancy Brothers & Tommy Makem,Irish Drinking Songs,1993-02-02,23.0,212893.0,0
The Glory Of Love,Big Bill Broonzy,The Big Bill Broonzy Story,1960-01-01,10.0,150760.0,0
"Folk Songs Of Britain, Vol. I",Alan Lomax,,,,,0
Swing Low (Album),nan,,,,,0
Lincoln Hymns,Tex Ritter,,,,,0
Jesus Keep Me Near The Cross,Prof. Alex Bradford,The Best Of Prof. Alex Bradford: A Memoriam,1978-05-01,0.0,306084.0,0
Hymns At Home,Tennessee Ernie Ford,,,,,0
Timi Yuro,nan,,,,,0
Dick Gregory,nan,,,,,0
Ann-Margret,nan,,,,,0
It Ain't the First Time,Nancy McCallion,Dancing Days,2016-05-06,0.0,267706.0,0
R. Strauss: Don Quixote (Album),nan,,,,,0
R. Strauss: Don Juan/Debussy: La Mer (Album),nan,,,,,0
Bruckner: Symphony No. 4 In E Flat Major/Wagner: Tannhauser Overture And Venusberg Music (Album),nan,,,,,0
"Bartók: Music For String Instruments, Percussion And Celesta/ Hindemith: Mathis Der Mahler",nan,,,,,0
Franck And Mozart Sonatas (Album),nan,,,,,0
Faure: Sonata No. 1/Debussy: Sonata No. 3 (Album),nan,,,,,0
"Faure: 1st Quartet Op15/Schumann: Clavier Quartet, Op. 47 (Album)",nan,,,,,0
"Berg: Lyric Suite/Webern: 5 Pieces For String Quartet, Op. 5, 6 Bagatelles, Op. 9 (Album)",nan,,,,,0
R. Strauss: Don Quixote (Album),nan,,,,,0
Brahms: Double Concerto (Album),nan,,,,,0
Boccherini-Cassado:Concerto For Guitar (Album),nan,,,,,0
Beethoven: Emperor Concerto (Album),nan,,,,,0
Homage To Liszt (Album),nan,,,,,0
Beethoven: Appassionata Sonata; Funeral March Sonata (Album),nan,,,,,0
"Bartók, Hindeminth, Prokofiev: Solo Violin Sonatas",nan,,,,,0
Bach: Suite No. 3 (Album),nan,,,,,0
Wagner: The Flying Dutchman (Album),nan,,,,,0
R. Strauss: Elektra (Album),nan,,,,,0
Mozart: The Marriage Of Figaro (Album),nan,,,,,0
Donizetti: Lucia Di Lammermoor (Album),nan,,,,,0
